TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.795726	6175.859069	60.000000	0.000000	59.999999	60.000000	0.000000	0.356028	1.000000	0.843906	0.843906	0.052828	42472.799376
CCGT	3303.842093	83.675592	25.000000	4.000000	4.000003	Infinity	0.000000	0.001525	1.000000	0.054224	0.955769	0.070952	735.160466
CCGT_AMMONIA	0.021046	0.000533	25.000000	0.000000	0.000025	Infinity	0.000000	0.000000	1.000000	0.010156	0.590000	0.070952	0.004683
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.990154	2927.866701	25.000000	0.000000	209.999902	210.000000	0.000000	0.217683	1.000000	0.147424	1.000000	0.070952	267749.874469
WIND_ONSHORE	85646.992422	996.141088	30.000000	0.000000	74.999993	75.000000	0.000000	0.137720	1.000000	0.261155	1.000000	0.065051	46713.745867
WIND_OFFSHORE	321437.982129	2236.402953	30.000000	0.000000	59.999997	60.000000	0.000000	0.213700	1.000000	0.506540	1.000000	0.065051	37370.997922
HYDRO_RIVER	110988.230631	1109.785467	80.000000	0.000000	21.999998	22.000000	0.000000	0.073344	1.000000	0.474136	1.000000	0.051030	27782.037655
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.023557	0.001514	25.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.027887	0.844900	0.070952	0.015791
IND_COGEN_WOOD	0.019873	0.000728	25.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.012951	0.844900	0.070952	0.002801
IND_COGEN_WASTE	0.029573	0.001090	25.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.033336	0.844900	0.070952	0.006019
IND_BOILER_GAS	0.018835	0.000377	17.000000	0.000000	0.000267	Infinity	0.000000	0.000001	1.000000	0.039976	0.944300	0.088699	0.003284
IND_BOILER_WOOD	0.017530	0.000351	17.000000	0.000000	0.000127	Infinity	0.000000	0.000000	1.000000	0.020677	0.894600	0.088699	0.003662
IND_BOILER_OIL	0.017540	0.000377	17.000000	0.000000	0.000266	Infinity	0.000000	0.000000	1.000000	0.005614	0.944300	0.088699	0.003283
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2212.280026	44.244060	17.000000	0.000000	16.005499	Infinity	0.000000	0.438089	1.000000	0.492433	0.894600	0.088699	462.078747
IND_DIRECT_ELEC	7105.860678	32.235125	15.000000	0.000000	18.326827	Infinity	0.000000	0.561910	1.000000	0.551611	0.944300	0.096342	26.940436
DHN_HP_ELEC	9687.951257	328.506099	25.000000	0.000000	24.481215	Infinity	0.000000	0.999998	1.000000	0.679001	0.944300	0.070952	4279.071590
DHN_COGEN_GAS	0.023425	0.000685	25.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.019509	0.844900	0.070952	0.008446
DHN_COGEN_WOOD	0.016751	0.000613	25.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.009318	0.844900	0.070952	0.002361
DHN_COGEN_WASTE	0.024293	0.000896	25.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.017166	0.844900	0.070952	0.004944
DHN_COGEN_WET_BIOMASS	0.014501	0.001180	25.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.023254	0.745500	0.070952	0.009955
DHN_COGEN_BIO_HYDROLYSIS	0.033126	0.001619	15.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.038292	0.844900	0.096342	0.004358
DHN_BOILER_GAS	0.004070	0.000082	17.000000	0.000000	0.000058	Infinity	0.000000	0.000000	1.000000	0.022480	0.944300	0.088699	0.000710
DHN_BOILER_WOOD	0.005480	0.000110	17.000000	0.000000	0.000040	Infinity	0.000000	0.000000	1.000000	0.014733	0.894600	0.088699	0.001145
DHN_BOILER_OIL	0.003585	0.000077	17.000000	0.000000	0.000054	Infinity	0.000000	0.000000	1.000000	0.010403	0.944300	0.088699	0.000671
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.041022	0.000048	30.000000	0.000000	0.000108	Infinity	0.000000	0.000001	1.000000	0.128714	1.000000	0.065051	0.023795
DEC_HP_ELEC	92036.852255	3837.426694	18.000000	0.000000	162.960537	Infinity	0.000000	0.999999	1.000000	0.338310	1.000000	0.085546	26870.562995
DEC_THHP_GAS	0.031988	0.000935	20.000000	0.000000	0.000088	Infinity	0.000000	0.000000	1.000000	0.072660	1.000000	0.080243	0.033716
DEC_COGEN_GAS	0.028067	0.001804	20.000000	0.000000	0.000018	Infinity	0.000000	0.000000	1.000000	0.016305	1.000000	0.080243	0.018814
DEC_COGEN_OIL	0.026313	0.001614	20.000000	0.000000	0.000019	Infinity	0.000000	0.000000	1.000000	0.005377	1.000000	0.080243	0.019023
DEC_ADVCOGEN_GAS	0.047221	0.000880	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.006545	1.000000	0.080243	0.011276
DEC_ADVCOGEN_H2	0.046830	0.000873	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.006474	1.000000	0.080243	0.011183
DEC_BOILER_GAS	0.034016	0.001021	17.000000	0.000000	0.000179	Infinity	0.000000	0.000000	1.000000	0.014256	1.000000	0.088699	0.003771
DEC_BOILER_WOOD	0.033627	0.001177	17.000000	0.000000	0.000061	Infinity	0.000000	0.000000	1.000000	0.016357	1.000000	0.088699	0.001278
