Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.992656	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.952308	Infinity
WASTE	85000.001050	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	5264.624567	Infinity
CO2_EMISSIONS	55956.991308	Infinity
RES_WIND	303296.172355	Infinity
RES_SOLAR	271087.199027	Infinity
RES_HYDRO	90102.561209	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	4326.241962	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.417498	44.416667
APPLES	54.986574	54.986111
CEREALSTRAW	36555.556665	36555.555556
CHERRIES	194.443660	194.444444
MAIZESTRAW	6388.889783	6388.888889
OLIVES	1.090326	55.555556
OSR	4222.223275	4222.222222
RICESTRAW	268.878700	268.877778
VINEYARDS	1500.000756	1500.000000
MISCANTHUS	0.297734	30638.888889
SWITCHGRASS	0.326269	32111.111111
WILLOW	0.151427	8277.777778
POPLAR	0.105971	888.888889
CP_RES	34138.483995	34138.483333
FUELWOOD_RES	12555.556432	12555.555556
LANDSCAPECARE	14172.545537	14172.544444
MSW	31515.362122	31515.361111
FUELWOODRW	28361.112028	28361.111111
OTHERSECRESID	6055.556746	6055.555556
SAWDUST	1722.223568	1722.222222
CP_RW	72247.827973	77250.000000
GRASS_FOR_BIOGAS	781.934163	781.944444
MAIZE_SILAGE	2259.769529	2259.777778
SUGARBEETTOPS	583.314861	583.333333
MANURE_LIQ	6527.716718	6527.777778
MANURE_SOL	65138.890072	65138.888889
SLUDGE	3.027396	3.055556
