Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.992673	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.966081	Infinity
WASTE	85000.000369	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	6249.478952	Infinity
CO2_EMISSIONS	56032.117184	Infinity
RES_WIND	229429.765765	Infinity
RES_SOLAR	270398.186239	Infinity
RES_HYDRO	89606.895880	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	24549.678097	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.416914	44.416667
APPLES	54.986213	54.986111
CEREALSTRAW	36555.555840	36555.555556
CHERRIES	194.444104	194.444444
MAIZESTRAW	6388.889171	6388.888889
OLIVES	0.850528	55.555556
OSR	4222.222551	4222.222222
RICESTRAW	268.878037	268.877778
VINEYARDS	1500.000130	1500.000000
MISCANTHUS	22887.606048	30638.888889
SWITCHGRASS	32111.109719	32111.111111
WILLOW	0.134044	8277.777778
POPLAR	0.086969	888.888889
CP_RES	34138.483454	34138.483333
FUELWOOD_RES	12555.555785	12555.555556
LANDSCAPECARE	14172.544747	14172.544444
MSW	31515.361493	31515.361111
FUELWOODRW	28361.111338	28361.111111
OTHERSECRESID	6055.555903	6055.555556
SAWDUST	1722.222631	1722.222222
CP_RW	77249.997195	77250.000000
GRASS_FOR_BIOGAS	781.943050	781.944444
MAIZE_SILAGE	2259.774691	2259.777778
SUGARBEETTOPS	583.331364	583.333333
MANURE_LIQ	6527.768993	6527.777778
MANURE_SOL	65138.889126	65138.888889
SLUDGE	3.048340	3.055556
