Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.812056	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.931532	Infinity
WASTE	85000.002853	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	7517.164546	Infinity
CO2_EMISSIONS	55748.618080	Infinity
RES_WIND	223180.015958	Infinity
RES_SOLAR	270188.807869	Infinity
RES_HYDRO	90839.251421	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	30288.275410	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.420878	44.416667
APPLES	54.990243	54.986111
CEREALSTRAW	36555.559419	36555.555556
CHERRIES	194.448343	194.444444
MAIZESTRAW	6388.892717	6388.888889
OLIVES	55.559515	55.555556
OSR	4222.226129	4222.222222
RICESTRAW	268.881904	268.877778
VINEYARDS	1500.003817	1500.000000
MISCANTHUS	30638.893597	30638.888889
SWITCHGRASS	32111.111355	32111.111111
WILLOW	8277.782445	8277.777778
POPLAR	888.893352	888.888889
CP_RES	34138.487033	34138.483333
FUELWOOD_RES	12555.559217	12555.555556
LANDSCAPECARE	14172.548149	14172.544444
MSW	31515.365476	31515.361111
FUELWOODRW	28361.114848	28361.111111
OTHERSECRESID	6055.559315	6055.555556
SAWDUST	1722.226205	1722.222222
CP_RW	77250.003425	77250.000000
GRASS_FOR_BIOGAS	781.944074	781.944444
MAIZE_SILAGE	2259.772495	2259.777778
SUGARBEETTOPS	583.331810	583.333333
MANURE_LIQ	6527.761777	6527.777778
MANURE_SOL	65138.893042	65138.888889
SLUDGE	3.048830	3.055556
