Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.908301	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.924460	Infinity
WASTE	85000.000893	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	11704.660451	Infinity
CO2_EMISSIONS	106723.529276	Infinity
RES_WIND	171035.048786	Infinity
RES_SOLAR	269898.030241	Infinity
RES_HYDRO	0.571316	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	80513.883078	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.834231	88.833333
APPLES	1.558366	109.966667
CEREALSTRAW	53000.000877	53000.000000
CHERRIES	388.887432	388.888889
MAIZESTRAW	12472.223115	12472.222222
OLIVES	0.222007	166.666667
OSR	8833.334325	8833.333333
RICESTRAW	504.148196	504.147222
VINEYARDS	2944.444685	2944.444444
MISCANTHUS	39967.135955	43694.444444
SWITCHGRASS	44055.555008	44055.555556
WILLOW	0.187026	10611.111111
POPLAR	0.112567	1750.000000
CP_RES	120840.167535	120840.166667
FUELWOOD_RES	44388.889644	44388.888889
LANDSCAPECARE	35431.345328	35431.344444
MSW	40333.001062	40333.000000
FUELWOODRW	34138.889646	34138.888889
OTHERSECRESID	15166.667665	15166.666667
SAWDUST	4444.445587	4444.444444
CP_RW	92999.980778	93000.000000
GRASS_FOR_BIOGAS	860.136500	860.138889
MAIZE_SILAGE	2485.827285	2485.833333
SUGARBEETTOPS	861.107248	861.111111
MANURE_LIQ	10583.279792	10583.333333
MANURE_SOL	117444.444401	117444.444444
SLUDGE	4.153356	4.166667
