Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.997790	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.969484	Infinity
WASTE	85000.000511	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	3653.330403	Infinity
CO2_EMISSIONS	39101.203765	Infinity
RES_WIND	424974.046798	Infinity
RES_SOLAR	271155.347257	Infinity
RES_HYDRO	92436.653822	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2440.856064	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.889532	8.888889
APPLES	13.742224	13.741667
CEREALSTRAW	22194.445150	22194.444444
CHERRIES	194.444899	194.444444
MAIZESTRAW	1916.667234	1916.666667
OLIVES	55.555597	55.555556
OSR	1277.778379	1277.777778
RICESTRAW	100.828367	100.827778
VINEYARDS	361.111669	361.111111
MISCANTHUS	1.984316	21500.000000
SWITCHGRASS	5818.649575	20666.666667
WILLOW	0.263826	17083.333333
POPLAR	0.138222	1638.888889
CP_RES	34138.483951	34138.483333
FUELWOOD_RES	3166.667226	3166.666667
LANDSCAPECARE	3543.139499	3543.138889
MSW	18386.154678	18386.155556
FUELWOODRW	24709.967246	24709.966667
OTHERSECRESID	1472.222857	1472.222222
SAWDUST	388.889574	388.888889
CP_RW	77249.994007	77250.000000
GRASS_FOR_BIOGAS	603.027306	603.027778
MAIZE_SILAGE	1742.804036	1742.805556
SUGARBEETTOPS	388.888204	388.888889
MANURE_LIQ	2638.886170	2638.888889
MANURE_SOL	12916.667356	12916.666667
SLUDGE	1.665978	1.666667
