Name	C_inv	C_maint	C_op
NUCLEAR	15359.466963	6175.859098	0.000000
CCGT	370.053420	132.091994	0.000000
CCGT_AMMONIA	0.002895	0.001033	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	1490.001434	2927.867741	0.000000
WIND_ONSHORE	5571.460221	996.141169	0.000000
WIND_OFFSHORE	20910.002788	2236.403034	0.000000
HYDRO_RIVER	5663.687556	1109.785454	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	0.003850	0.003488	0.000000
IND_COGEN_WOOD	0.002337	0.001206	0.000000
IND_COGEN_WASTE	0.003508	0.001822	0.000000
IND_BOILER_GAS	0.002709	0.000612	0.000000
IND_BOILER_WOOD	0.002564	0.000578	0.000000
IND_BOILER_OIL	0.002599	0.000630	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	196.390189	44.280779	0.000000
IND_DIRECT_ELEC	884.630229	41.654075	0.000000
DHN_HP_ELEC	679.851340	324.906208	0.000000
DHN_COGEN_GAS	0.004254	0.001753	0.000000
DHN_COGEN_WOOD	0.002096	0.001081	0.000000
DHN_COGEN_WASTE	0.002951	0.001533	0.000000
DHN_COGEN_WET_BIOMASS	0.001574	0.001806	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.004793	0.002431	0.000000
DHN_BOILER_GAS	0.000650	0.000147	0.000000
DHN_BOILER_WOOD	0.000864	0.000195	0.000000
DHN_BOILER_OIL	0.000584	0.000142	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.004101	0.000074	0.000000
DEC_HP_ELEC	7875.891650	3838.638653	0.000000
DEC_THHP_GAS	0.004263	0.001553	0.000000
DEC_COGEN_GAS	0.003956	0.003169	0.000000
DEC_COGEN_OIL	0.003539	0.002706	0.000000
DEC_ADVCOGEN_GAS	0.007200	0.001672	0.000000
DEC_ADVCOGEN_H2	0.006988	0.001623	0.000000
DEC_BOILER_GAS	0.005149	0.001742	0.000000
DEC_BOILER_WOOD	0.005250	0.002071	0.000000
DEC_BOILER_OIL	0.004019	0.002718	0.000000
DEC_SOLAR	0.107181	0.014820	0.000000
DEC_DIRECT_ELEC	0.007300	0.000331	0.000000
TRAMWAY_TROLLEY	662.296966	203.622554	0.000000
BUS_COACH_DIESEL	0.002119	0.001163	0.000000
BUS_COACH_HYDIESEL	2234.284025	939.793820	0.000000
BUS_COACH_CNG_STOICH	0.001124	0.000609	0.000000
BUS_COACH_FC_HYBRIDH2	0.000874	0.000255	0.000000
TRAIN_PUB	4450.018306	2755.793904	0.000000
CAR_GASOLINE	0.000233	0.000146	0.000000
CAR_DIESEL	0.000437	0.000265	0.000000
CAR_NG	0.000634	0.000384	0.000000
CAR_METHANOL	0.000188	0.000118	0.000000
CAR_HEV	0.000303	0.000252	0.000000
CAR_PHEV	0.217393	0.162040	0.000000
CAR_BEV	96307.473733	16289.780072	0.000000
CAR_FUEL_CELL	0.021242	0.002076	0.000000
PLANE	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	63.911895	57.982684	0.000000
BOAT_FREIGHT_NG	20.538544	18.406382	0.000000
BOAT_FREIGHT_METHANOL	0.002105	0.001910	0.000000
TRAIN_FREIGHT	111.058414	38.111607	0.000000
TRUCK_DIESEL	0.003097	0.001699	0.000000
TRUCK_METHANOL	0.000329	0.000181	0.000000
TRUCK_FUEL_CELL	1989.255707	579.189733	0.000000
TRUCK_ELEC	6219.987862	1700.310982	0.000000
TRUCK_NG	0.000074	0.000040	0.000000
HABER_BOSCH	609.014125	148.388719	0.000000
CO2_TO_METHANOL	302.216430	150.651389	0.000000
E_WOOD_TO_METHANOL	279.310063	139.232830	0.000000
METHANE_TO_METHANOL	2.010973	1.133701	0.000000
OIL_TO_HVC	87.145510	4.808958	0.000000
GAS_TO_HVC	0.003113	0.001097	0.000000
BIOMASS_TO_HVC	0.003514	0.001307	0.000000
METHANOL_TO_HVC	324.950961	364.462595	0.000000
PHS	17.714759	0.000000	0.000000
BATT_LI	0.025526	0.000410	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.014469	0.001262	0.000000
TS_DEC_HP_ELEC	281.159352	24.529414	0.000000
TS_DEC_THHP_GAS	0.014316	0.001249	0.000000
TS_DEC_COGEN_GAS	0.014377	0.001254	0.000000
TS_DEC_COGEN_OIL	0.014399	0.001256	0.000000
TS_DEC_ADVCOGEN_GAS	0.014405	0.001257	0.000000
TS_DEC_ADVCOGEN_H2	0.014421	0.001258	0.000000
TS_DEC_BOILER_GAS	0.014327	0.001250	0.000000
TS_DEC_BOILER_WOOD	0.014437	0.001260	0.000000
TS_DEC_BOILER_OIL	0.014323	0.001250	0.000000
TS_DHN_DAILY	0.015269	0.000751	0.000000
TS_DHN_SEASONAL	768.978698	59.190269	0.000000
TS_HIGH_TEMP	0.000000	0.000000	0.000000
GAS_STORAGE	0.000000	34.534524	0.000000
H2_STORAGE	0.000000	19.637947	0.000000
DIESEL_STORAGE	0.000000	18.219251	0.000000
GASOLINE_STORAGE	0.000000	18.181733	0.000000
LFO_STORAGE	0.000000	19.959921	0.000000
AMMONIA_STORAGE	0.000000	18.886214	0.000000
METHANOL_STORAGE	0.000000	19.433758	0.000000
CO2_STORAGE	0.000000	7.380217	0.000000
JETFUEL_STORAGE	0.000000	5.613305	0.000000
WOOD_STORAGE	0.000000	11.259517	0.000000
EFFICIENCY	5600.000000	0.000000	0.000000
DHN	1314.407789	0.000000	0.000000
GRID	10298.290898	0.000000	0.000000
ALKALINE_ELECTROLYSIS	2636.246064	1314.138118	0.000000
HT_ELECTROLYSIS	2459.588661	1226.076450	0.000000
SMR	0.002092	0.002721	0.000000
BIO_HYDROLYSIS	237.258865	167.905944	0.000000
H2_BIOMASS	0.002288	0.002271	0.000000
WOOD_TO_METHANE	0.003038	0.001514	0.000000
CO2_TO_METHANE	0.002511	0.001252	0.000000
E_WOOD_TO_METHANE	0.003027	0.001509	0.000000
BIOMETHANATION	0.002897	0.001444	0.000000
PYROLYSIS_TO_LFO	0.003798	0.002141	0.000000
PYROLYSIS_TO_FUELS	0.002745	0.001548	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	460.868437	316.323253	0.000000
WOOD_TO_METHANOL	0.003852	0.001920	0.000000
AMMONIA_TO_H2	0.001712	0.002227	0.000000
E_WOOD_TO_FT	0.005669	0.002826	0.000000
WOOD_TO_FT	0.003544	0.001767	0.000000
CO2_TO_FT	691.413432	344.661585	0.000000
REFINERY_JETFUEL	0.000000	0.000000	0.000000
REFINERY_GASOLINE	0.000000	0.000000	0.000000
REFINERY_DIESEL	0.000000	0.000000	0.000000
CEMENT_PROCESS	0.000000	0.000000	0.000000
NATURAL_CO2_SEQUESTRATION	0.000000	0.000000	0.000000
AGRICULTURE_EMISSIONS	0.000000	0.000000	0.000000
BIOMASS_SEQUESTRATION	0.000000	0.000000	0.000000
DAC_HT	0.006084	0.003173	0.000000
DAC_LT	2270.552896	1131.879710	0.000000
WOOD_GROWTH	0.000000	0.000000	0.000000
WET_BIOMASS_GROWTH	0.000000	0.000000	0.000000
SEQUESTRATION	0.000000	88.775995	0.000000
GHG_EMISSIONS	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	0.000000
GAS	0.000000	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000	0.000000
JETFUEL	0.000000	0.000000	2729.999146
FT_FUEL	0.000000	0.000000	0.000000
GAS_RE	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000	0.000000
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	5087.405587
WASTE	0.000000	0.000000	1800.965936
H2	0.000000	0.000000	0.000000
H2_RE	0.000000	0.000000	0.000000
AMMONIA	0.000000	0.000000	0.000000
METHANOL	0.000000	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000	0.000000
METHANOL_RE	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATMOSPHERE	0.000000	0.000000	0.000000
CO2_CENTRALISED	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000	0.000000
OTHER_GHG	0.000000	0.000000	0.000000
OLIVE_PITS	0.000000	0.000000	0.093750
APPLES	0.000000	0.000000	0.251763
CEREALSTRAW	0.000000	0.000000	198.395108
CHERRIES	0.000000	0.000000	4.018938
MAIZESTRAW	0.000000	0.000000	17.378017
OLIVES	0.000000	0.000000	0.029208
OSR	0.000000	0.000000	7.638414
RICESTRAW	0.000000	0.000000	0.844450
VINEYARDS	0.000000	0.000000	5.398039
MISCANTHUS	0.000000	0.000000	0.002494
SWITCHGRASS	0.000000	0.000000	0.002422
WILLOW	0.000000	0.000000	0.003708
POPLAR	0.000000	0.000000	0.003932
CP_RES	0.000000	0.000000	507.846525
FUELWOOD_RES	0.000000	0.000000	41.035732
LANDSCAPECARE	0.000000	0.000000	32.182342
MSW	0.000000	0.000000	4.173802
FUELWOODRW	0.000000	0.000000	320.182682
OTHERSECRESID	0.000000	0.000000	9.890420
SAWDUST	0.000000	0.000000	0.180001
CP_RW	0.000000	0.000000	1179.697697
GRASS_FOR_BIOGAS	0.000000	0.000000	1.563396
MAIZE_SILAGE	0.000000	0.000000	6.204056
SUGARBEETTOPS	0.000000	0.000000	2.943982
MANURE_LIQ	0.000000	0.000000	52.876712
MANURE_SOL	0.000000	0.000000	294.472679
SLUDGE	0.000000	0.000000	0.037113
