Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27300.000114	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.981365	Infinity
WASTE	85000.001005	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	1008.705971	Infinity
CO2_EMISSIONS	38146.629323	Infinity
RES_WIND	438793.285120	Infinity
RES_SOLAR	292879.402384	Infinity
RES_HYDRO	92895.682834	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2713.319304	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.890045	8.888889
APPLES	13.742579	13.741667
CEREALSTRAW	22194.404495	22194.444444
CHERRIES	194.445134	194.444444
MAIZESTRAW	1916.667203	1916.666667
OLIVES	0.858911	55.555556
OSR	1277.778585	1277.777778
RICESTRAW	100.827919	100.827778
VINEYARDS	361.112269	361.111111
MISCANTHUS	0.040001	21500.000000
SWITCHGRASS	0.041209	20666.666667
WILLOW	0.039267	17083.333333
POPLAR	0.033805	1638.888889
CP_RES	34138.484462	34138.483333
FUELWOOD_RES	3166.667858	3166.666667
LANDSCAPECARE	3543.140275	3543.138889
MSW	1.259102	18386.155556
FUELWOODRW	24709.967893	24709.966667
OTHERSECRESID	1472.223625	1472.222222
SAWDUST	388.890352	388.888889
CP_RW	46510.520662	77250.000000
GRASS_FOR_BIOGAS	603.028409	603.027778
MAIZE_SILAGE	1742.805407	1742.805556
SUGARBEETTOPS	388.889437	388.888889
MANURE_LIQ	2638.888824	2638.888889
MANURE_SOL	12916.668335	12916.666667
SLUDGE	1.666328	1.666667
