Name	C_inv	C_maint	C_op
NUCLEAR	15359.465375	6175.858460	0.000000
CCGT	1760.600768	628.453225	0.000000
CCGT_AMMONIA	0.002021	0.000721	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	1490.001574	2927.868016	0.000000
WIND_ONSHORE	5571.459943	996.141120	0.000000
WIND_OFFSHORE	0.021220	0.002270	0.000000
HYDRO_RIVER	813.881450	159.478041	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	0.001907	0.001728	0.000000
IND_COGEN_WOOD	0.003926	0.002026	0.000000
IND_COGEN_WASTE	0.002956	0.001536	0.000000
IND_BOILER_GAS	0.001369	0.000309	0.000000
IND_BOILER_WOOD	118.190520	26.648827	0.000000
IND_BOILER_OIL	0.001341	0.000325	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	125.941848	28.396546	0.000000
IND_DIRECT_ELEC	743.885683	35.026918	0.000000
DHN_HP_ELEC	521.921461	249.430299	0.000000
DHN_COGEN_GAS	0.004147	0.001709	0.000000
DHN_COGEN_WOOD	0.002774	0.001431	0.000000
DHN_COGEN_WASTE	0.002670	0.001387	0.000000
DHN_COGEN_WET_BIOMASS	0.001246	0.001429	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.003095	0.001570	0.000000
DHN_BOILER_GAS	0.000346	0.000078	0.000000
DHN_BOILER_WOOD	0.000884	0.000199	0.000000
DHN_BOILER_OIL	0.000319	0.000077	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.001928	0.000035	0.000000
DEC_HP_ELEC	7629.124549	3718.366590	0.000000
DEC_THHP_GAS	0.016958	0.006177	0.000000
DEC_COGEN_GAS	0.004246	0.003402	0.000000
DEC_COGEN_OIL	0.003823	0.002923	0.000000
DEC_ADVCOGEN_GAS	0.005085	0.001181	0.000000
DEC_ADVCOGEN_H2	0.004512	0.001048	0.000000
DEC_BOILER_GAS	0.002724	0.000921	0.000000
DEC_BOILER_WOOD	245.561991	96.871923	0.000000
DEC_BOILER_OIL	0.002147	0.001452	0.000000
DEC_SOLAR	49.645111	6.864466	0.000000
DEC_DIRECT_ELEC	0.003901	0.000177	0.000000
TRAMWAY_TROLLEY	662.296930	203.622543	0.000000
BUS_COACH_DIESEL	0.050429	0.027674	0.000000
BUS_COACH_HYDIESEL	0.001294	0.000544	0.000000
BUS_COACH_CNG_STOICH	4237.608320	2297.251176	0.000000
BUS_COACH_FC_HYBRIDH2	0.000620	0.000180	0.000000
TRAIN_PUB	0.001372	0.000850	0.000000
CAR_GASOLINE	0.001149	0.000720	0.000000
CAR_DIESEL	0.004448	0.002697	0.000000
CAR_NG	0.002327	0.001410	0.000000
CAR_METHANOL	0.000675	0.000423	0.000000
CAR_HEV	0.000725	0.000603	0.000000
CAR_PHEV	0.137065	0.102165	0.000000
CAR_BEV	96307.509617	16289.786141	0.000000
CAR_FUEL_CELL	0.006337	0.000619	0.000000
PLANE	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.004693	0.004258	0.000000
BOAT_FREIGHT_NG	85.230880	76.382832	0.000000
BOAT_FREIGHT_METHANOL	0.002056	0.001866	0.000000
TRAIN_FREIGHT	111.058410	38.111605	0.000000
TRUCK_DIESEL	2360.855587	1295.556728	0.000000
TRUCK_METHANOL	0.002203	0.001209	0.000000
TRUCK_FUEL_CELL	2141.770791	623.595875	0.000000
TRUCK_ELEC	0.001755	0.000480	0.000000
