TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.796678	6175.859089	60.000000	0.000000	59.999999	60.000000	0.000000	0.448151	1.000000	0.843906	0.843906	0.052828	42472.799515
CCGT	21503.409589	544.611541	25.000000	4.000000	26.034444	Infinity	0.000000	0.025052	1.000000	0.108722	0.955769	0.070952	4784.870512
CCGT_AMMONIA	0.016931	0.000429	25.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.017793	0.590000	0.070952	0.003767
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999957	2927.868067	25.000000	0.000000	210.000000	210.000000	0.000000	0.272064	1.000000	0.146377	1.000000	0.070952	267749.999453
WIND_ONSHORE	85646.999055	996.141165	30.000000	0.000000	74.999999	75.000000	0.000000	0.171809	1.000000	0.258825	1.000000	0.065051	46713.749484
WIND_OFFSHORE	0.286838	0.001996	30.000000	0.000000	0.000054	60.000000	0.000000	0.000000	1.000000	0.240757	1.000000	0.065051	0.033348
HYDRO_RIVER	99733.779576	997.250776	80.000000	0.000000	19.769150	22.000000	0.000000	0.082924	1.000000	0.473927	1.000000	0.051030	24964.877842
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.016320	0.001049	25.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.024493	0.844900	0.070952	0.010940
IND_COGEN_WOOD	0.026807	0.000981	25.000000	0.000000	0.000023	Infinity	0.000000	0.000001	1.000000	0.097853	0.844900	0.070952	0.003778
IND_COGEN_WASTE	0.021496	0.000792	25.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.033721	0.844900	0.070952	0.004375
IND_BOILER_GAS	0.008696	0.000174	17.000000	0.000000	0.000123	Infinity	0.000000	0.000000	1.000000	0.027016	0.944300	0.088699	0.001516
IND_BOILER_WOOD	805.565326	16.110746	17.000000	0.000000	5.828139	Infinity	0.000000	0.329363	1.000000	0.851963	0.894600	0.088699	168.258363
IND_BOILER_OIL	0.008522	0.000183	17.000000	0.000000	0.000129	Infinity	0.000000	0.000000	1.000000	0.022711	0.944300	0.088699	0.001595
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	1278.076509	25.560640	17.000000	0.000000	9.246683	Infinity	0.000000	0.522805	1.000000	0.852373	0.894600	0.088699	266.951735
IND_DIRECT_ELEC	5847.143980	26.525065	15.000000	0.000000	15.080453	Infinity	0.000000	0.147830	1.000000	0.147783	0.944300	0.096342	22.168266
DHN_HP_ELEC	6991.144706	237.060821	25.000000	0.000000	17.666451	Infinity	0.000000	0.999998	1.000000	0.758412	0.944300	0.070952	3087.918993
DHN_COGEN_GAS	0.030844	0.000902	25.000000	0.000000	0.000023	Infinity	0.000000	0.000000	1.000000	0.041873	0.844900	0.070952	0.011121
DHN_COGEN_WOOD	0.015831	0.000580	25.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.041492	0.844900	0.070952	0.002231
DHN_COGEN_WASTE	0.017773	0.000655	25.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.021754	0.844900	0.070952	0.003617
DHN_COGEN_WET_BIOMASS	0.008808	0.000717	25.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.012352	0.745500	0.070952	0.006047
DHN_COGEN_BIO_HYDROLYSIS	0.016337	0.000798	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.016431	0.844900	0.096342	0.002149
DHN_BOILER_GAS	0.001838	0.000037	17.000000	0.000000	0.000026	Infinity	0.000000	0.000000	1.000000	0.021082	0.944300	0.088699	0.000320
DHN_BOILER_WOOD	0.003822	0.000076	17.000000	0.000000	0.000028	Infinity	0.000000	0.000000	1.000000	0.065273	0.894600	0.088699	0.000798
DHN_BOILER_OIL	0.001722	0.000037	17.000000	0.000000	0.000026	Infinity	0.000000	0.000000	1.000000	0.019315	0.944300	0.088699	0.000322
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.016232	0.000019	30.000000	0.000000	0.000043	Infinity	0.000000	0.000000	1.000000	0.050653	1.000000	0.065051	0.009416
DEC_HP_ELEC	92050.917653	3838.013143	18.000000	0.000000	162.985442	Infinity	0.000000	0.999997	1.000000	0.339228	1.000000	0.085546	26874.669450
DEC_THHP_GAS	0.055013	0.001608	20.000000	0.000000	0.000152	Infinity	0.000000	0.000001	1.000000	0.295705	1.000000	0.080243	0.057986
DEC_COGEN_GAS	0.026323	0.001692	20.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.037313	1.000000	0.080243	0.017645
DEC_COGEN_OIL	0.022508	0.001381	20.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.030985	1.000000	0.080243	0.016272
DEC_ADVCOGEN_GAS	0.033777	0.000629	20.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.008810	1.000000	0.080243	0.008066
DEC_ADVCOGEN_H2	0.031297	0.000583	20.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.007598	1.000000	0.080243	0.007474
DEC_BOILER_GAS	0.016195	0.000486	17.000000	0.000000	0.000085	Infinity	0.000000	0.000000	1.000000	0.044548	1.000000	0.088699	0.001795
DEC_BOILER_WOOD	0.083443	0.002920	17.000000	0.000000	0.000150	Infinity	0.000000	0.000001	1.000000	0.310969	1.000000	0.088699	0.003171
DEC_BOILER_OIL	0.012578	0.000754	17.000000	0.000000	0.000074	Infinity	0.000000	0.000000	1.000000	0.037365	1.000000	0.088699	0.001553
DEC_SOLAR	0.295275	0.003276	20.000000	0.000000	0.000390	20.000000	0.000000	0.000001	1.000000	0.089276	1.000000	0.080243	0.086225
DEC_DIRECT_ELEC	0.030481	0.000133	15.000000	0.000000	0.000699	Infinity	0.000000	0.000001	1.000000	0.039734	1.000000	0.096342	0.001027
TRAMWAY_TROLLEY	10181.127348	203.622547	30.000000	0.000000	16.289804	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	24305.105821	1285.005383	15.000000	0.000000	42.054722	Infinity	0.000000	0.447488	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	0.017090	0.000693	15.000000	0.000000	0.000021	Infinity	0.000000	0.000000	1.000000	0.061609	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	19381.767387	1012.273811	15.000000	0.000000	33.128961	Infinity	0.000000	0.352512	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.001592	0.000045	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.004743	0.296804	0.096342	0.000000
TRAIN_PUB	0.006875	0.000248	40.000000	0.000000	0.000005	Infinity	0.000000	0.000000	0.500000	0.014267	0.275073	0.058278	0.000000
CAR_GASOLINE	0.003246	0.000196	15.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.003939	0.051370	0.096342	0.000000
CAR_DIESEL	0.018283	0.001068	15.000000	0.000000	0.000044	Infinity	0.000000	0.000000	1.000000	0.022828	0.051370	0.096342	0.000000
CAR_NG	0.005565	0.000325	15.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.006930	0.051370	0.096342	0.000000
CAR_METHANOL	0.003163	0.000191	15.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.003792	0.051370	0.096342	0.000000
CAR_HEV	0.002089	0.000168	15.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.002510	0.051370	0.096342	0.000000
CAR_PHEV	0.601897	0.043223	15.000000	0.000000	0.001271	Infinity	0.000000	0.000000	1.000000	0.024522	0.051370	0.096342	0.000000
CAR_BEV	999639.673862	16289.796856	15.000000	0.000000	1628.979686	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.071276	0.000671	15.000000	0.000000	0.000067	Infinity	0.000000	0.000000	1.000000	0.029928	0.051370	0.096342	0.000000
PLANE	0.000000	0.000000	30.000000	0.000000	21.872146	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.065051	0.000000
BOAT_FREIGHT_DIESEL	0.037327	0.001974	40.000000	0.000000	0.000517	Infinity	0.000000	0.000026	1.000000	0.112881	0.114155	0.058278	0.000000
BOAT_FREIGHT_NG	1462.546051	76.386071	40.000000	0.000000	19.999262	Infinity	0.000000	0.999963	1.000000	0.114155	0.114155	0.058278	0.000000
BOAT_FREIGHT_METHANOL	0.016757	0.000886	40.000000	0.000000	0.000232	Infinity	0.000000	0.000011	1.000000	0.112832	0.114155	0.058278	0.000000
TRAIN_FREIGHT	1905.660824	38.111605	40.000000	0.000000	18.249960	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.058278	0.000000
TRUCK_DIESEL	0.301367	0.015933	15.000000	0.000000	0.000859	Infinity	0.000000	0.000007	1.000000	0.092571	0.092593	0.096342	0.000000
TRUCK_METHANOL	0.009610	0.000508	15.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.025300	0.092593	0.096342	0.000000
TRUCK_FUEL_CELL	52265.157554	1466.086047	15.000000	0.000000	121.498844	Infinity	0.000000	0.999993	1.000000	0.092593	0.092593	0.096342	0.000000
TRUCK_ELEC	0.005963	0.000157	15.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.006417	0.092593	0.096342	0.000000
TRUCK_NG	0.000614	0.000032	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.001540	0.092593	0.096342	0.000000
HABER_BOSCH	5159.583235	100.877211	20.000000	0.000000	5.352431	Infinity	0.000000	1.000000	1.000000	0.811415	0.994000	0.080243	0.000000
CO2_TO_METHANOL	0.009760	0.000390	20.000000	0.000000	0.000012	Infinity	0.000000	0.000001	1.000000	0.031597	0.944300	0.080243	0.000000
E_WOOD_TO_METHANOL	3633.875305	145.355012	20.000000	0.000000	3.124570	Infinity	0.000000	0.999998	1.000000	0.994000	0.994000	0.080243	0.000000
METHANE_TO_METHANOL	0.011965	0.000479	25.000000	0.000000	0.000008	Infinity	0.000000	0.000001	1.000000	0.025394	0.844900	0.070952	0.000000
OIL_TO_HVC	904.541194	4.808961	15.000000	0.000000	2.012104	Infinity	0.000000	0.282772	1.000000	0.994000	0.994000	0.096342	0.000000
GAS_TO_HVC	0.010451	0.000261	25.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.010676	0.994000	0.070952	0.000000
BIOMASS_TO_HVC	11229.066425	335.003703	20.000000	0.000000	3.390726	Infinity	0.000000	0.476517	1.000000	0.994000	0.994000	0.080243	0.000000
METHANOL_TO_HVC	1359.097463	122.318082	20.000000	0.000000	1.712810	Infinity	0.000000	0.240710	1.000000	0.994000	0.994000	0.080243	0.000000
PHS	323.399875	0.000000	50.000000	5.000000	5.499998	5.500000	0.000000	-1.000000	1.000000	0.027466	1.000000	0.054777	
BATT_LI	0.071239	0.000110	15.000000	0.000000	0.000142	Infinity	0.000000	-1.000000	1.000000	0.029536	1.000000	0.096342	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	1616.051275	Infinity	0.000000	-1.000000	1.000000	0.002234	1.000000	1.050000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000252	Infinity	0.000000	-1.000000	1.000000	0.006880	1.000000	1.050000	
TS_DEC_DIRECT_ELEC	0.048065	0.000336	20.000000	0.000000	0.002534	Infinity	0.000000	-1.000000	1.000000	0.008366	1.000000	0.080243	
TS_DEC_HP_ELEC	4056.582117	28.398790	20.000000	0.000000	213.841967	Infinity	0.000000	-1.000000	1.000000	0.040064	1.000000	0.080243	
TS_DEC_THHP_GAS	0.038187	0.000267	20.000000	0.000000	0.002013	Infinity	0.000000	-1.000000	1.000000	0.003041	1.000000	0.080243	
TS_DEC_COGEN_GAS	0.038076	0.000267	20.000000	0.000000	0.002007	Infinity	0.000000	-1.000000	1.000000	0.001384	1.000000	0.080243	
TS_DEC_COGEN_OIL	0.038091	0.000267	20.000000	0.000000	0.002008	Infinity	0.000000	-1.000000	1.000000	0.001368	1.000000	0.080243	
TS_DEC_ADVCOGEN_GAS	0.038045	0.000266	20.000000	0.000000	0.002006	Infinity	0.000000	-1.000000	1.000000	0.001118	1.000000	0.080243	
TS_DEC_ADVCOGEN_H2	0.038021	0.000266	20.000000	0.000000	0.002004	Infinity	0.000000	-1.000000	1.000000	0.001090	1.000000	0.080243	
TS_DEC_BOILER_GAS	0.038400	0.000269	20.000000	0.000000	0.002024	Infinity	0.000000	-1.000000	1.000000	0.001628	1.000000	0.080243	
TS_DEC_BOILER_WOOD	0.038694	0.000271	20.000000	0.000000	0.002040	Infinity	0.000000	-1.000000	1.000000	0.002960	1.000000	0.080243	
TS_DEC_BOILER_OIL	0.038409	0.000269	20.000000	0.000000	0.002025	Infinity	0.000000	-1.000000	1.000000	0.001554	1.000000	0.080243	
TS_DHN_DAILY	0.052627	0.000151	40.000000	0.000000	0.017542	Infinity	0.000000	-1.000000	1.000000	0.000505	1.000000	0.058278	
TS_DHN_SEASONAL	13601.129873	74.281118	25.000000	0.000000	23052.762497	Infinity	0.000000	-1.000000	1.000000	0.000153	1.000000	0.070952	
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.070952	
GAS_STORAGE	0.000000	35.857994	50.000000	0.000000	35857993.812127	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.054777	
H2_STORAGE	0.000000	20.907303	20.000000	0.000000	20907302.947953	1000000000.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
DIESEL_STORAGE	0.000000	18.935338	20.000000	0.000000	18935337.926158	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
GASOLINE_STORAGE	0.000000	18.946760	20.000000	0.000000	18946760.024020	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
LFO_STORAGE	0.000000	20.718573	20.000000	0.000000	20718573.097951	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
AMMONIA_STORAGE	0.000000	19.688240	20.000000	0.000000	19688240.342411	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
METHANOL_STORAGE	0.000000	20.236245	20.000000	0.000000	20236244.912793	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
CO2_STORAGE	0.000000	7.487211	30.000000	0.000000	7487210.733343	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
JETFUEL_STORAGE	0.000000	5.722203	30.000000	0.000000	5722203.400564	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
WOOD_STORAGE	0.000000	11.500138	30.000000	0.000000	11500138.495712	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
EFFICIENCY	5333.333333	0.000000	1.000000	0.000000	0.952381	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.050000	
DHN	15183.055957	0.000000	60.000000	0.000000	18.384094	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.052828	
GRID	179742.079230	0.000000	80.000000	0.000000	2.399150	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.051030	
ALKALINE_ELECTROLYSIS	38887.428196	1555.497128	20.000000	0.000000	64.812380	Infinity	0.000000	-1.000000	1.000000	0.510055	0.894600	0.080243	
HT_ELECTROLYSIS	16.873496	0.674940	20.000000	0.000000	0.020577	Infinity	0.000000	-1.000000	1.000000	0.783324	0.894600	0.080243	
SMR	0.007944	0.000733	25.000000	0.000000	0.000010	Infinity	0.000000	-1.000000	1.000000	0.030456	0.854840	0.070952	
BIO_HYDROLYSIS	17803.801943	1213.873222	15.000000	0.000000	9.826799	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.096342	
H2_BIOMASS	0.014176	0.000999	25.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.016579	0.854840	0.070952	
WOOD_TO_METHANE	0.019841	0.000794	20.000000	0.000000	0.000008	Infinity	0.000000	-1.000000	1.000000	0.050925	0.844900	0.080243	
CO2_TO_METHANE	0.007980	0.000319	20.000000	0.000000	0.000014	Infinity	0.000000	-1.000000	1.000000	0.023216	0.844900	0.080243	
E_WOOD_TO_METHANE	1639.167358	65.566694	20.000000	0.000000	1.986870	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.080243	
BIOMETHANATION	0.012321	0.000493	20.000000	0.000000	0.000011	Infinity	0.000000	-1.000000	1.000000	0.042101	0.844900	0.080243	
PYROLYSIS_TO_LFO	0.052795	0.002112	25.000000	0.000000	0.000021	Infinity	0.000000	-1.000000	1.000000	0.172936	0.844900	0.070952	
PYROLYSIS_TO_FUELS	0.025717	0.001029	25.000000	0.000000	0.000010	Infinity	0.000000	-1.000000	1.000000	0.068836	0.844900	0.070952	
