TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.798087	6175.859119	60.000000	0.000000	60.000000	60.000000	0.000000	0.355463	1.000000	0.843906	0.843906	0.052828	42472.799721
CCGT	3570.248105	90.422792	25.000000	4.000000	4.322544	Infinity	0.000000	0.001645	1.000000	0.054224	0.955769	0.070952	794.440287
CCGT_AMMONIA	0.016697	0.000423	25.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.011658	0.590000	0.070952	0.003715
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.998803	2927.867906	25.000000	0.000000	209.999988	210.000000	0.000000	0.218415	1.000000	0.148154	1.000000	0.070952	267749.984740
WIND_ONSHORE	85646.999610	996.141172	30.000000	0.000000	75.000000	75.000000	0.000000	0.137839	1.000000	0.261795	1.000000	0.065051	46713.749787
WIND_OFFSHORE	321437.991264	2236.403016	30.000000	0.000000	59.999998	60.000000	0.000000	0.212413	1.000000	0.504290	1.000000	0.065051	37370.998984
HYDRO_RIVER	110988.236335	1109.785524	80.000000	0.000000	21.999999	22.000000	0.000000	0.074224	1.000000	0.480585	1.000000	0.051030	27782.039083
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.024698	0.001588	25.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.023129	0.844900	0.070952	0.016556
