Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.989985	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.844798	Infinity
WASTE	85000.001282	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	5494.205326	Infinity
CO2_EMISSIONS	78292.831793	Infinity
RES_WIND	237478.271483	Infinity
RES_SOLAR	271109.024461	Infinity
RES_HYDRO	89378.827928	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	10122.423332	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.825823	88.833333
APPLES	0.476243	109.966667
CEREALSTRAW	52999.991211	53000.000000
CHERRIES	0.986802	388.888889
MAIZESTRAW	12472.217191	12472.222222
OLIVES	0.407331	166.666667
OSR	8833.330882	8833.333333
RICESTRAW	504.141754	504.147222
VINEYARDS	3.137845	2944.444444
MISCANTHUS	0.381710	43694.444444
SWITCHGRASS	0.402703	44055.555556
WILLOW	0.221339	10611.111111
POPLAR	0.184728	1750.000000
CP_RES	21191.492126	120840.166667
FUELWOOD_RES	44388.830841	44388.888889
LANDSCAPECARE	35431.340914	35431.344444
MSW	40332.959567	40333.000000
FUELWOODRW	34138.867190	34138.888889
OTHERSECRESID	15166.666126	15166.666667
SAWDUST	4444.444936	4444.444444
CP_RW	0.737854	93000.000000
GRASS_FOR_BIOGAS	860.132967	860.138889
MAIZE_SILAGE	2485.819439	2485.833333
SUGARBEETTOPS	861.101499	861.111111
MANURE_LIQ	10583.256303	10583.333333
MANURE_SOL	117444.445040	117444.444444
SLUDGE	4.153225	4.166667
