Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.927508	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.880098	Infinity
WASTE	85000.001771	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	7256.005953	Infinity
CO2_EMISSIONS	57384.387550	Infinity
RES_WIND	255893.443545	Infinity
RES_SOLAR	270817.708672	Infinity
RES_HYDRO	91161.049977	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	13157.683250	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.418910	44.416667
APPLES	54.988155	54.986111
CEREALSTRAW	36555.557114	36555.555556
CHERRIES	194.445984	194.444444
MAIZESTRAW	6388.891029	6388.888889
OLIVES	55.546928	55.555556
OSR	4222.224480	4222.222222
RICESTRAW	268.880025	268.877778
VINEYARDS	1500.002020	1500.000000
MISCANTHUS	4.882252	30638.888889
SWITCHGRASS	24938.861653	32111.111111
WILLOW	0.378380	8277.777778
POPLAR	0.213908	888.888889
CP_RES	34138.484614	34138.483333
FUELWOOD_RES	12555.557570	12555.555556
LANDSCAPECARE	14172.546599	14172.544444
MSW	31515.361154	31515.361111
FUELWOODRW	28361.112885	28361.111111
OTHERSECRESID	6055.557872	6055.555556
SAWDUST	1722.224706	1722.222222
CP_RW	77249.926010	77250.000000
GRASS_FOR_BIOGAS	781.936572	781.944444
MAIZE_SILAGE	2259.762257	2259.777778
SUGARBEETTOPS	583.322931	583.333333
MANURE_LIQ	6527.734018	6527.777778
MANURE_SOL	65138.891019	65138.888889
SLUDGE	3.035812	3.055556
