Name	GWP_constr	GWP_op
NUCLEAR	707.879938	0.000000
CCGT	170.021813	0.000000
CCGT_AMMONIA	0.000272	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10709.999787	0.000000
WIND_ONSHORE	1557.124857	0.000000
WIND_OFFSHORE	128.437788	0.000000
HYDRO_RIVER	347.275142	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	0.001050	0.000000
IND_COGEN_WOOD	0.000346	0.000000
IND_COGEN_WASTE	0.000382	0.000000
IND_BOILER_GAS	0.000191	0.000000
IND_BOILER_WOOD	9.876000	0.000000
IND_BOILER_OIL	0.000199	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	17.321915	0.000000
IND_DIRECT_ELEC	1.569872	0.000000
DHN_HP_ELEC	122.746614	0.000000
DHN_COGEN_GAS	0.000893	0.000000
DHN_COGEN_WOOD	0.000191	0.000000
DHN_COGEN_WASTE	0.000321	0.000000
DHN_COGEN_WET_BIOMASS	0.000523	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000342	0.000000
DHN_BOILER_GAS	0.000051	0.000000
DHN_BOILER_WOOD	0.000106	0.000000
DHN_BOILER_OIL	0.000051	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.000947	0.000000
DEC_HP_ELEC	1492.801778	0.000000
DEC_THHP_GAS	0.006160	0.000000
DEC_COGEN_GAS	0.002170	0.000000
DEC_COGEN_OIL	0.001663	0.000000
DEC_ADVCOGEN_GAS	0.000936	0.000000
DEC_ADVCOGEN_H2	0.000813	0.000000
DEC_BOILER_GAS	0.000237	0.000000
DEC_BOILER_WOOD	0.000244	0.000000
DEC_BOILER_OIL	0.000202	0.000000
DEC_SOLAR	0.016631	0.000000
DEC_DIRECT_ELEC	0.000143	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
PLANE	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
CO2_TO_METHANOL	0.000000	0.000000
E_WOOD_TO_METHANOL	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
