TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.798266	6175.859123	60.000000	0.000000	60.000000	60.000000	0.000000	0.355167	1.000000	0.843906	0.843906	0.052828	42472.799747
CCGT	5866.784459	148.586600	25.000000	4.000000	7.102989	Infinity	0.000000	0.002702	1.000000	0.054224	0.955769	0.070952	1305.458274
CCGT_AMMONIA	0.101227	0.002564	25.000000	0.000000	0.000123	Infinity	0.000000	0.000000	1.000000	0.060484	0.590000	0.070952	0.022525
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999361	2927.867984	25.000000	0.000000	209.999994	210.000000	0.000000	0.218476	1.000000	0.148320	1.000000	0.070952	267749.991856
WIND_ONSHORE	85646.999714	996.141173	30.000000	0.000000	75.000000	75.000000	0.000000	0.137373	1.000000	0.261129	1.000000	0.065051	46713.749844
WIND_OFFSHORE	321437.999925	2236.403077	30.000000	0.000000	60.000000	60.000000	0.000000	0.213028	1.000000	0.506173	1.000000	0.065051	37370.999991
HYDRO_RIVER	110988.238822	1109.785549	80.000000	0.000000	22.000000	22.000000	0.000000	0.073254	1.000000	0.474701	1.000000	0.051030	27782.039705
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.037042	0.002381	25.000000	0.000000	0.000024	Infinity	0.000000	0.000000	1.000000	0.024396	0.844900	0.070952	0.024830
IND_COGEN_WOOD	0.026558	0.000972	25.000000	0.000000	0.000023	Infinity	0.000000	0.000000	1.000000	0.017877	0.844900	0.070952	0.003743
IND_COGEN_WASTE	0.046072	0.001698	25.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.048101	0.844900	0.070952	0.009377
IND_BOILER_GAS	0.024703	0.000495	17.000000	0.000000	0.000350	Infinity	0.000000	0.000000	1.000000	0.008348	0.944300	0.088699	0.004306
IND_BOILER_WOOD	0.024114	0.000482	17.000000	0.000000	0.000174	Infinity	0.000000	0.000000	1.000000	0.019209	0.894600	0.088699	0.005037
IND_BOILER_OIL	0.024127	0.000519	17.000000	0.000000	0.000366	Infinity	0.000000	0.000000	1.000000	0.005304	0.944300	0.088699	0.004515
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2214.123170	44.280922	17.000000	0.000000	16.018834	Infinity	0.000000	0.361398	1.000000	0.492022	0.894600	0.088699	462.463724
