Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.999998	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.942804	Infinity
WASTE	85000.001157	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	3085.860288	Infinity
CO2_EMISSIONS	39102.307824	Infinity
RES_WIND	401576.709796	Infinity
RES_SOLAR	271463.708173	Infinity
RES_HYDRO	92268.366563	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2760.173087	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.890513	8.888889
APPLES	13.743164	13.741667
CEREALSTRAW	22194.445846	22194.444444
CHERRIES	194.445634	194.444444
MAIZESTRAW	1916.667942	1916.666667
OLIVES	55.556286	55.555556
OSR	1277.779158	1277.777778
RICESTRAW	100.829237	100.827778
VINEYARDS	361.112455	361.111111
MISCANTHUS	5153.819253	21500.000000
SWITCHGRASS	20666.204641	20666.666667
WILLOW	0.645883	17083.333333
POPLAR	0.367669	1638.888889
CP_RES	34138.484618	34138.483333
FUELWOOD_RES	3166.667901	3166.666667
LANDSCAPECARE	3543.140242	3543.138889
MSW	18386.157386	18386.155556
FUELWOODRW	24709.967954	24709.966667
OTHERSECRESID	1472.223656	1472.222222
SAWDUST	388.890469	388.888889
CP_RW	77250.000936	77250.000000
GRASS_FOR_BIOGAS	603.026618	603.027778
MAIZE_SILAGE	1742.801761	1742.805556
SUGARBEETTOPS	388.887354	388.888889
MANURE_LIQ	2638.882504	2638.888889
MANURE_SOL	12916.668219	12916.666667
SLUDGE	1.665356	1.666667
