TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.787780	6175.858900	60.000000	0.000000	59.999997	60.000000	0.000000	0.428039	1.000000	0.843906	0.843906	0.052828	42472.798215
CCGT	18384.920924	465.630349	25.000000	4.000000	22.258851	Infinity	0.000000	0.015406	1.000000	0.081875	0.955769	0.070952	4090.954304
CCGT_AMMONIA	0.048461	0.001227	25.000000	0.000000	0.000059	Infinity	0.000000	0.000000	1.000000	0.045543	0.590000	0.070952	0.010783
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999636	2927.868022	25.000000	0.000000	209.999996	210.000000	0.000000	0.261093	1.000000	0.147075	1.000000	0.070952	267749.995356
WIND_ONSHORE	85646.994819	996.141116	30.000000	0.000000	74.999995	75.000000	0.000000	0.164198	1.000000	0.258982	1.000000	0.065051	46713.747174
WIND_OFFSHORE	57686.934379	401.356522	30.000000	0.000000	10.767912	60.000000	0.000000	0.044642	1.000000	0.490432	1.000000	0.065051	6706.793922
HYDRO_RIVER	110988.204612	1109.785207	80.000000	0.000000	21.999993	22.000000	0.000000	0.086622	1.000000	0.465766	1.000000	0.051030	27782.031142
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.058545	0.003763	25.000000	0.000000	0.000038	Infinity	0.000000	0.000001	1.000000	0.088782	0.844900	0.070952	0.039244
