Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.969254	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.976661	Infinity
WASTE	85000.000917	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	868.928789	Infinity
CO2_EMISSIONS	38166.112625	Infinity
RES_WIND	438877.232044	Infinity
RES_SOLAR	277945.344621	Infinity
RES_HYDRO	92573.583033	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2846.276910	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.889791	8.888889
APPLES	13.742237	13.741667
CEREALSTRAW	22194.444514	22194.444444
CHERRIES	194.444485	194.444444
MAIZESTRAW	1916.666420	1916.666667
OLIVES	1.401167	55.555556
OSR	1277.778132	1277.777778
RICESTRAW	100.827763	100.827778
VINEYARDS	361.111812	361.111111
MISCANTHUS	0.082221	21500.000000
SWITCHGRASS	0.084879	20666.666667
WILLOW	0.080963	17083.333333
POPLAR	0.069100	1638.888889
CP_RES	34138.483531	34138.483333
FUELWOOD_RES	3166.667252	3166.666667
LANDSCAPECARE	3543.139830	3543.138889
MSW	18385.534320	18386.155556
FUELWOODRW	24709.967187	24709.966667
OTHERSECRESID	1472.223240	1472.222222
SAWDUST	388.890056	388.888889
CP_RW	33125.503627	77250.000000
GRASS_FOR_BIOGAS	603.027435	603.027778
MAIZE_SILAGE	1742.804405	1742.805556
SUGARBEETTOPS	388.888438	388.888889
MANURE_LIQ	2638.887593	2638.888889
MANURE_SOL	12916.668150	12916.666667
SLUDGE	1.666395	1.666667
