Name	C_inv	C_maint	C_op
NUCLEAR	15359.467017	6175.859120	0.000000
CCGT	438.929961	156.677740	0.000000
CCGT_AMMONIA	0.004837	0.001726	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	1490.001561	2927.867990	0.000000
WIND_ONSHORE	5571.460239	996.141172	0.000000
WIND_OFFSHORE	20910.003049	2236.403062	0.000000
HYDRO_RIVER	5663.687922	1109.785526	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	0.002046	0.001853	0.000000
IND_COGEN_WOOD	0.001345	0.000694	0.000000
IND_COGEN_WASTE	0.001967	0.001022	0.000000
IND_BOILER_GAS	0.001633	0.000369	0.000000
IND_BOILER_WOOD	0.001603	0.000361	0.000000
IND_BOILER_OIL	0.001599	0.000388	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	196.391009	44.280963	0.000000
IND_DIRECT_ELEC	935.825054	44.064656	0.000000
DHN_HP_ELEC	710.516892	339.561512	0.000000
DHN_COGEN_GAS	0.002343	0.000966	0.000000
DHN_COGEN_WOOD	0.001333	0.000688	0.000000
DHN_COGEN_WASTE	0.001956	0.001016	0.000000
DHN_COGEN_WET_BIOMASS	0.000947	0.001086	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.002284	0.001158	0.000000
DHN_BOILER_GAS	0.000376	0.000085	0.000000
DHN_BOILER_WOOD	0.000560	0.000126	0.000000
DHN_BOILER_OIL	0.000349	0.000085	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.016493	0.000299	0.000000
DEC_HP_ELEC	7858.005113	3829.920915	0.000000
DEC_THHP_GAS	0.002765	0.001007	0.000000
DEC_COGEN_GAS	0.002613	0.002093	0.000000
DEC_COGEN_OIL	0.002423	0.001852	0.000000
DEC_ADVCOGEN_GAS	0.005080	0.001180	0.000000
DEC_ADVCOGEN_H2	0.006410	0.001489	0.000000
DEC_BOILER_GAS	0.002968	0.001004	0.000000
DEC_BOILER_WOOD	0.002831	0.001117	0.000000
DEC_BOILER_OIL	0.002298	0.001554	0.000000
DEC_SOLAR	238.061048	32.916878	0.000000
DEC_DIRECT_ELEC	0.003891	0.000177	0.000000
TRAMWAY_TROLLEY	662.296908	203.622536	0.000000
BUS_COACH_DIESEL	0.000344	0.000189	0.000000
BUS_COACH_HYDIESEL	2234.269609	939.787756	0.000000
BUS_COACH_CNG_STOICH	0.000232	0.000126	0.000000
BUS_COACH_FC_HYBRIDH2	0.027751	0.008080	0.000000
TRAIN_PUB	4450.016986	2755.793086	0.000000
CAR_GASOLINE	0.000103	0.000064	0.000000
CAR_DIESEL	0.000108	0.000065	0.000000
CAR_NG	0.000164	0.000099	0.000000
CAR_METHANOL	0.000092	0.000058	0.000000
CAR_HEV	0.000143	0.000119	0.000000
CAR_PHEV	0.118131	0.088053	0.000000
CAR_BEV	96307.535880	16289.790583	0.000000
CAR_FUEL_CELL	0.008739	0.000854	0.000000
PLANE	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	63.912637	57.983357	0.000000
BOAT_FREIGHT_NG	20.537309	18.405276	0.000000
BOAT_FREIGHT_METHANOL	0.001143	0.001037	0.000000
TRAIN_FREIGHT	111.058411	38.111606	0.000000
TRUCK_DIESEL	0.000018	0.000010	0.000000
TRUCK_METHANOL	0.000225	0.000124	0.000000
TRUCK_FUEL_CELL	0.030808	0.008970	0.000000
TRUCK_ELEC	10281.867791	2810.676341	0.000000
TRUCK_NG	0.000019	0.000010	0.000000
HABER_BOSCH	625.077038	152.302512	0.000000
CO2_TO_METHANOL	490.676464	244.596532	0.000000
E_WOOD_TO_METHANOL	72.471400	36.126153	0.000000
METHANE_TO_METHANOL	0.001560	0.000879	0.000000
OIL_TO_HVC	87.145440	4.808954	0.000000
GAS_TO_HVC	0.001577	0.000556	0.000000
BIOMASS_TO_HVC	0.001927	0.000716	0.000000
METHANOL_TO_HVC	324.950872	364.462494	0.000000
PHS	17.714765	0.000000	0.000000
BATT_LI	0.021728	0.000349	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.007072	0.000617	0.000000
TS_DEC_HP_ELEC	269.823763	23.540454	0.000000
TS_DEC_THHP_GAS	0.006986	0.000609	0.000000
TS_DEC_COGEN_GAS	0.006995	0.000610	0.000000
TS_DEC_COGEN_OIL	0.007000	0.000611	0.000000
TS_DEC_ADVCOGEN_GAS	0.007009	0.000611	0.000000
TS_DEC_ADVCOGEN_H2	0.007014	0.000612	0.000000
TS_DEC_BOILER_GAS	0.006991	0.000610	0.000000
TS_DEC_BOILER_WOOD	0.007048	0.000615	0.000000
TS_DEC_BOILER_OIL	0.006986	0.000610	0.000000
TS_DHN_DAILY	0.007113	0.000350	0.000000
TS_DHN_SEASONAL	713.815793	54.944238	0.000000
TS_HIGH_TEMP	0.000000	0.000000	0.000000
GAS_STORAGE	0.000000	34.134570	0.000000
H2_STORAGE	0.000000	20.021078	0.000000
DIESEL_STORAGE	0.000000	18.171714	0.000000
GASOLINE_STORAGE	0.000000	18.181959	0.000000
LFO_STORAGE	0.000000	19.876906	0.000000
AMMONIA_STORAGE	0.000000	18.885631	0.000000
METHANOL_STORAGE	0.000000	19.404136	0.000000
CO2_STORAGE	0.000000	7.174764	0.000000
JETFUEL_STORAGE	0.000000	5.487257	0.000000
WOOD_STORAGE	0.000000	11.021375	0.000000
EFFICIENCY	5600.000000	0.000000	0.000000
DHN	1382.346196	0.000000	0.000000
GRID	10298.291252	0.000000	0.000000
ALKALINE_ELECTROLYSIS	2512.450248	1252.427338	0.000000
HT_ELECTROLYSIS	2899.476610	1445.355496	0.000000
SMR	0.000971	0.001263	0.000000
BIO_HYDROLYSIS	237.261866	167.908068	0.000000
H2_BIOMASS	0.001237	0.001228	0.000000
WOOD_TO_METHANE	0.001788	0.000891	0.000000
CO2_TO_METHANE	4.506697	2.246536	0.000000
E_WOOD_TO_METHANE	0.031960	0.015932	0.000000
BIOMETHANATION	0.001489	0.000742	0.000000
PYROLYSIS_TO_LFO	0.002193	0.001236	0.000000
PYROLYSIS_TO_FUELS	0.001482	0.000836	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	458.961243	315.014224	0.000000
WOOD_TO_METHANOL	0.002231	0.001112	0.000000
AMMONIA_TO_H2	0.000898	0.001168	0.000000
E_WOOD_TO_FT	0.003782	0.001885	0.000000
WOOD_TO_FT	0.001990	0.000992	0.000000
CO2_TO_FT	718.393549	358.110861	0.000000
REFINERY_JETFUEL	0.000000	0.000000	0.000000
REFINERY_GASOLINE	0.000000	0.000000	0.000000
REFINERY_DIESEL	0.000000	0.000000	0.000000
CEMENT_PROCESS	0.000000	0.000000	0.000000
NATURAL_CO2_SEQUESTRATION	0.000000	0.000000	0.000000
AGRICULTURE_EMISSIONS	0.000000	0.000000	0.000000
BIOMASS_SEQUESTRATION	0.000000	0.000000	0.000000
DAC_HT	0.003696	0.001927	0.000000
DAC_LT	2751.335377	1371.551702	0.000000
WOOD_GROWTH	0.000000	0.000000	0.000000
WET_BIOMASS_GROWTH	0.000000	0.000000	0.000000
SEQUESTRATION	0.000000	88.775996	0.000000
GHG_EMISSIONS	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	0.000000
GAS	0.000000	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000	0.000000
JETFUEL	0.000000	0.000000	2729.996925
FT_FUEL	0.000000	0.000000	0.000000
GAS_RE	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	0.000000
