Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.991912	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.952434	Infinity
WASTE	85000.000738	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	3025.102208	Infinity
CO2_EMISSIONS	73502.421785	Infinity
RES_WIND	367348.522248	Infinity
RES_SOLAR	271579.798984	Infinity
RES_HYDRO	89138.901410	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2653.246810	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.815716	88.833333
APPLES	0.597187	109.966667
CEREALSTRAW	36720.023379	53000.000000
CHERRIES	0.831944	388.888889
MAIZESTRAW	244.247583	12472.222222
OLIVES	0.395120	166.666667
OSR	8833.328184	8833.333333
RICESTRAW	504.054957	504.147222
VINEYARDS	1.736370	2944.444444
MISCANTHUS	0.151282	43694.444444
SWITCHGRASS	0.156301	44055.555556
WILLOW	0.106981	10611.111111
POPLAR	0.086122	1750.000000
CP_RES	3.649853	120840.166667
FUELWOOD_RES	44388.491272	44388.888889
LANDSCAPECARE	35431.339431	35431.344444
MSW	31.631233	40333.000000
FUELWOODRW	34138.869846	34138.888889
OTHERSECRESID	15166.665828	15166.666667
SAWDUST	4444.444585	4444.444444
CP_RW	0.402920	93000.000000
GRASS_FOR_BIOGAS	860.104578	860.138889
MAIZE_SILAGE	2485.825906	2485.833333
SUGARBEETTOPS	860.930345	861.111111
MANURE_LIQ	4.979794	10583.333333
MANURE_SOL	117444.445017	117444.444444
SLUDGE	4.151514	4.166667
