Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.999521	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.988361	Infinity
WASTE	85000.000019	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	2509.208415	Infinity
CO2_EMISSIONS	68145.426567	Infinity
RES_WIND	436563.347378	Infinity
RES_SOLAR	272477.913681	Infinity
RES_HYDRO	92416.682608	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	1935.331522	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	0.551682	88.833333
APPLES	0.023876	109.966667
CEREALSTRAW	0.030335	53000.000000
CHERRIES	0.038453	388.888889
MAIZESTRAW	0.029379	12472.222222
OLIVES	0.017081	166.666667
OSR	0.042792	8833.333333
RICESTRAW	0.030920	504.147222
VINEYARDS	0.088889	2944.444444
MISCANTHUS	0.003683	43694.444444
SWITCHGRASS	0.003734	44055.555556
WILLOW	0.003498	10611.111111
POPLAR	0.003118	1750.000000
CP_RES	0.086182	120840.166667
FUELWOOD_RES	44385.022926	44388.888889
LANDSCAPECARE	35431.344132	35431.344444
MSW	0.010770	40333.000000
FUELWOODRW	30571.538025	34138.888889
OTHERSECRESID	15166.666606	15166.666667
SAWDUST	4444.444423	4444.444444
CP_RW	0.020178	93000.000000
GRASS_FOR_BIOGAS	0.024016	860.138889
MAIZE_SILAGE	2485.833262	2485.833333
SUGARBEETTOPS	0.016306	861.111111
MANURE_LIQ	9391.987224	10583.333333
MANURE_SOL	117444.444465	117444.444444
SLUDGE	4.166480	4.166667
