Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.998498	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.974861	Infinity
WASTE	85000.001296	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	2026.406524	Infinity
CO2_EMISSIONS	38166.129169	Infinity
RES_WIND	437417.941034	Infinity
RES_SOLAR	272435.718720	Infinity
RES_HYDRO	92720.234915	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2630.457519	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.890391	8.888889
APPLES	13.742773	13.741667
CEREALSTRAW	22194.445432	22194.444444
CHERRIES	194.444988	194.444444
MAIZESTRAW	1916.667538	1916.666667
OLIVES	0.749197	55.555556
OSR	1277.779011	1277.777778
RICESTRAW	100.828619	100.827778
VINEYARDS	361.112464	361.111111
MISCANTHUS	0.092442	21500.000000
SWITCHGRASS	0.095991	20666.666667
WILLOW	0.086054	17083.333333
POPLAR	0.068675	1638.888889
CP_RES	34138.484528	34138.483333
FUELWOOD_RES	3166.667991	3166.666667
LANDSCAPECARE	3543.140516	3543.138889
MSW	18384.473994	18386.155556
FUELWOODRW	24709.968005	24709.966667
OTHERSECRESID	1472.223926	1472.222222
SAWDUST	388.890716	388.888889
CP_RW	58127.192711	77250.000000
GRASS_FOR_BIOGAS	603.026855	603.027778
MAIZE_SILAGE	1742.804400	1742.805556
SUGARBEETTOPS	388.887088	388.888889
MANURE_LIQ	2638.886054	2638.888889
MANURE_SOL	12916.668725	12916.666667
SLUDGE	1.662956	1.666667
