TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.796804	6175.859092	60.000000	0.000000	59.999999	60.000000	0.000000	0.356710	1.000000	0.843906	0.843906	0.052828	42472.799533
CCGT	3494.992848	88.516820	25.000000	4.000000	4.231431	Infinity	0.000000	0.001616	1.000000	0.054224	0.955769	0.070952	777.694726
CCGT_AMMONIA	0.050134	0.001270	25.000000	0.000000	0.000061	Infinity	0.000000	0.000000	1.000000	0.040772	0.590000	0.070952	0.011156
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.996897	2927.867641	25.000000	0.000000	209.999969	210.000000	0.000000	0.218139	1.000000	0.147450	1.000000	0.070952	267749.960435
WIND_ONSHORE	85646.999532	996.141171	30.000000	0.000000	75.000000	75.000000	0.000000	0.137640	1.000000	0.260503	1.000000	0.065051	46713.749745
WIND_OFFSHORE	321437.743384	2236.401292	30.000000	0.000000	59.999952	60.000000	0.000000	0.211656	1.000000	0.500736	1.000000	0.065051	37370.970165
HYDRO_RIVER	110988.229586	1109.785456	80.000000	0.000000	21.999998	22.000000	0.000000	0.074239	1.000000	0.479001	1.000000	0.051030	27782.037393
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.033158	0.002131	25.000000	0.000000	0.000022	Infinity	0.000000	0.000000	1.000000	0.029236	0.844900	0.070952	0.022227
