Name	C_inv	C_maint	C_op
NUCLEAR	15359.466766	6175.859019	0.000000
CCGT	1308.518682	467.080783	0.000000
CCGT_AMMONIA	0.001963	0.000701	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	1490.001595	2927.868056	0.000000
WIND_ONSHORE	5571.460198	996.141165	0.000000
WIND_OFFSHORE	4276.238409	457.359698	0.000000
HYDRO_RIVER	5663.687212	1109.785387	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	0.002393	0.002168	0.000000
IND_COGEN_WOOD	0.003243	0.001674	0.000000
IND_COGEN_WASTE	0.002607	0.001354	0.000000
IND_BOILER_GAS	0.001553	0.000351	0.000000
IND_BOILER_WOOD	44.179591	9.961326	0.000000
IND_BOILER_OIL	0.001510	0.000366	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	152.166647	34.309543	0.000000
IND_DIRECT_ELEC	598.384480	28.175786	0.000000
DHN_HP_ELEC	493.533181	235.863320	0.000000
DHN_COGEN_GAS	0.003395	0.001399	0.000000
DHN_COGEN_WOOD	0.001851	0.000955	0.000000
DHN_COGEN_WASTE	0.002262	0.001175	0.000000
DHN_COGEN_WET_BIOMASS	0.001115	0.001278	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.002935	0.001488	0.000000
DHN_BOILER_GAS	0.000430	0.000097	0.000000
DHN_BOILER_WOOD	0.000624	0.000141	0.000000
DHN_BOILER_OIL	0.000394	0.000096	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.002146	0.000039	0.000000
DEC_HP_ELEC	7873.385197	3837.417030	0.000000
DEC_THHP_GAS	0.005679	0.002068	0.000000
DEC_COGEN_GAS	0.003811	0.003052	0.000000
DEC_COGEN_OIL	0.002897	0.002215	0.000000
DEC_ADVCOGEN_GAS	0.005143	0.001194	0.000000
DEC_ADVCOGEN_H2	0.004677	0.001086	0.000000
DEC_BOILER_GAS	0.002986	0.001010	0.000000
DEC_BOILER_WOOD	0.005998	0.002366	0.000000
DEC_BOILER_OIL	0.002317	0.001567	0.000000
DEC_SOLAR	0.047152	0.006520	0.000000
DEC_DIRECT_ELEC	0.004643	0.000211	0.000000
TRAMWAY_TROLLEY	662.296939	203.622545	0.000000
BUS_COACH_DIESEL	1747.719357	959.096206	0.000000
BUS_COACH_HYDIESEL	0.005993	0.002521	0.000000
BUS_COACH_CNG_STOICH	0.009751	0.005286	0.000000
BUS_COACH_FC_HYBRIDH2	0.000549	0.000160	0.000000
TRAIN_PUB	4147.449978	2568.420303	0.000000
CAR_GASOLINE	0.000522	0.000327	0.000000
CAR_DIESEL	0.005557	0.003369	0.000000
CAR_NG	0.000977	0.000592	0.000000
CAR_METHANOL	0.000476	0.000299	0.000000
CAR_HEV	0.000383	0.000318	0.000000
CAR_PHEV	0.141837	0.105723	0.000000
CAR_BEV	96307.508402	16289.785936	0.000000
CAR_FUEL_CELL	0.008830	0.000863	0.000000
PLANE	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	17.515233	15.890316	0.000000
BOAT_FREIGHT_NG	67.505618	60.497678	0.000000
BOAT_FREIGHT_METHANOL	0.001367	0.001240	0.000000
TRAIN_FREIGHT	111.058414	38.111607	0.000000
TRUCK_DIESEL	290.500940	159.416971	0.000000
TRUCK_METHANOL	0.001067	0.000586	0.000000
TRUCK_FUEL_CELL	4679.320928	1362.426475	0.000000
TRUCK_ELEC	0.007336	0.002005	0.000000
TRUCK_NG	0.000110	0.000060	0.000000
HABER_BOSCH	415.699806	101.286915	0.000000
CO2_TO_METHANOL	0.001829	0.000912	0.000000
E_WOOD_TO_METHANOL	684.326002	341.128583	0.000000
METHANE_TO_METHANOL	0.001959	0.001104	0.000000
OIL_TO_HVC	87.146377	4.809006	0.000000
GAS_TO_HVC	0.001844	0.000650	0.000000
BIOMASS_TO_HVC	0.011827	0.004397	0.000000
METHANOL_TO_HVC	324.948476	364.459808	0.000000
PHS	17.714779	0.000000	0.000000
BATT_LI	0.013453	0.000216	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.008413	0.000734	0.000000
TS_DEC_HP_ELEC	291.893270	25.465882	0.000000
TS_DEC_THHP_GAS	0.007952	0.000694	0.000000
