Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.987695	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.962442	Infinity
WASTE	85000.000736	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	6207.404428	Infinity
CO2_EMISSIONS	58241.722854	Infinity
RES_WIND	319967.003710	Infinity
RES_SOLAR	271303.709156	Infinity
RES_HYDRO	91561.762657	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	4133.517816	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.417264	44.416667
APPLES	54.986472	54.986111
CEREALSTRAW	36555.555287	36555.555556
CHERRIES	194.443797	194.444444
MAIZESTRAW	6388.889456	6388.888889
OLIVES	0.744072	55.555556
OSR	4222.222893	4222.222222
RICESTRAW	268.878251	268.877778
VINEYARDS	1500.000406	1500.000000
MISCANTHUS	0.204693	30638.888889
SWITCHGRASS	0.223921	32111.111111
WILLOW	0.099167	8277.777778
POPLAR	0.087012	888.888889
CP_RES	34138.483726	34138.483333
FUELWOOD_RES	12555.556143	12555.555556
LANDSCAPECARE	14172.545196	14172.544444
MSW	31515.355399	31515.361111
FUELWOODRW	28361.111718	28361.111111
OTHERSECRESID	6055.556367	6055.555556
SAWDUST	1722.223126	1722.222222
CP_RW	57248.441649	77250.000000
GRASS_FOR_BIOGAS	781.936142	781.944444
MAIZE_SILAGE	2259.772874	2259.777778
SUGARBEETTOPS	583.316789	583.333333
MANURE_LIQ	6527.731700	6527.777778
MANURE_SOL	65138.889757	65138.888889
SLUDGE	3.043649	3.055556
