Name	C_inv	C_maint	C_op
NUCLEAR	15359.466842	6175.859050	0.000000
CCGT	930.975013	332.315117	0.000000
CCGT_AMMONIA	0.001442	0.000515	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	1490.001601	2927.868069	0.000000
WIND_ONSHORE	5571.459959	996.141122	0.000000
WIND_OFFSHORE	10135.270419	1084.005093	0.000000
HYDRO_RIVER	5663.687000	1109.785345	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	0.002280	0.002066	0.000000
IND_COGEN_WOOD	0.001298	0.000670	0.000000
IND_COGEN_WASTE	0.001612	0.000838	0.000000
IND_BOILER_GAS	0.020735	0.004684	0.000000
IND_BOILER_WOOD	0.001214	0.000274	0.000000
IND_BOILER_OIL	0.001112	0.000270	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	196.349714	44.271653	0.000000
IND_DIRECT_ELEC	598.383643	28.175747	0.000000
DHN_HP_ELEC	583.944991	279.071823	0.000000
DHN_COGEN_GAS	0.002361	0.000973	0.000000
DHN_COGEN_WOOD	0.000928	0.000479	0.000000
DHN_COGEN_WASTE	0.001308	0.000680	0.000000
DHN_COGEN_WET_BIOMASS	21.231198	24.352826	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.005541	0.002810	0.000000
DHN_BOILER_GAS	0.000243	0.000055	0.000000
DHN_BOILER_WOOD	0.000367	0.000083	0.000000
DHN_BOILER_OIL	0.000216	0.000052	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000871	0.000016	0.000000
DEC_HP_ELEC	7875.896691	3838.641109	0.000000
DEC_THHP_GAS	0.002527	0.000921	0.000000
DEC_COGEN_GAS	0.002124	0.001701	0.000000
DEC_COGEN_OIL	0.001603	0.001225	0.000000
DEC_ADVCOGEN_GAS	0.003289	0.000764	0.000000
DEC_ADVCOGEN_H2	0.003069	0.000713	0.000000
DEC_BOILER_GAS	0.002165	0.000732	0.000000
DEC_BOILER_WOOD	0.002157	0.000851	0.000000
DEC_BOILER_OIL	0.001668	0.001128	0.000000
DEC_SOLAR	0.028500	0.003941	0.000000
DEC_DIRECT_ELEC	0.002862	0.000130	0.000000
TRAMWAY_TROLLEY	662.296880	203.622527	0.000000
BUS_COACH_DIESEL	1265.506867	694.472388	0.000000
BUS_COACH_HYDIESEL	0.007930	0.003336	0.000000
BUS_COACH_CNG_STOICH	308.070947	167.008437	0.000000
BUS_COACH_FC_HYBRIDH2	0.000245	0.000071	0.000000
TRAIN_PUB	4450.006669	2755.786697	0.000000
CAR_GASOLINE	0.000185	0.000116	0.000000
CAR_DIESEL	0.000315	0.000191	0.000000
CAR_NG	0.000495	0.000300	0.000000
CAR_METHANOL	0.000166	0.000104	0.000000
CAR_HEV	0.000149	0.000124	0.000000
CAR_PHEV	0.085445	0.063689	0.000000
CAR_BEV	96307.555992	16289.793985	0.000000
CAR_FUEL_CELL	0.002834	0.000277	0.000000
PLANE	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.003282	0.002977	0.000000
BOAT_FREIGHT_NG	85.234193	76.385801	0.000000
BOAT_FREIGHT_METHANOL	0.000771	0.000699	0.000000
TRAIN_FREIGHT	111.058409	38.111605	0.000000
TRUCK_DIESEL	1084.980381	595.400091	0.000000
TRUCK_METHANOL	0.000152	0.000083	0.000000
TRUCK_FUEL_CELL	3705.558666	1078.906813	0.000000
TRUCK_ELEC	0.011948	0.003266	0.000000
TRUCK_NG	0.000071	0.000039	0.000000
HABER_BOSCH	438.112510	106.747859	0.000000
CO2_TO_METHANOL	0.001241	0.000618	0.000000
E_WOOD_TO_METHANOL	684.326142	341.128653	0.000000
METHANE_TO_METHANOL	0.002165	0.001221	0.000000
OIL_TO_HVC	87.145659	4.808966	0.000000
GAS_TO_HVC	0.001195	0.000421	0.000000
BIOMASS_TO_HVC	0.002580	0.000959	0.000000
METHANOL_TO_HVC	324.950414	364.461981	0.000000
PHS	17.714754	0.000000	0.000000
BATT_LI	0.009923	0.000159	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.005042	0.000440	0.000000
TS_DEC_HP_ELEC	245.213173	21.393332	0.000000
TS_DEC_THHP_GAS	0.004955	0.000432	0.000000
TS_DEC_COGEN_GAS	0.004942	0.000431	0.000000
TS_DEC_COGEN_OIL	0.004952	0.000432	0.000000
TS_DEC_ADVCOGEN_GAS	0.004954	0.000432	0.000000
TS_DEC_ADVCOGEN_H2	0.004956	0.000432	0.000000
TS_DEC_BOILER_GAS	0.004963	0.000433	0.000000
TS_DEC_BOILER_WOOD	0.004984	0.000435	0.000000
TS_DEC_BOILER_OIL	0.004962	0.000433	0.000000
TS_DHN_DAILY	0.005042	0.000248	0.000000
TS_DHN_SEASONAL	851.698188	65.557401	0.000000
TS_HIGH_TEMP	0.000000	0.000000	0.000000
GAS_STORAGE	0.000000	32.989717	0.000000
H2_STORAGE	0.000000	19.684416	0.000000
DIESEL_STORAGE	0.000000	17.445716	0.000000
GASOLINE_STORAGE	0.000000	17.488796	0.000000
LFO_STORAGE	0.000000	19.086106	0.000000
AMMONIA_STORAGE	0.000000	18.166471	0.000000
METHANOL_STORAGE	0.000000	18.687325	0.000000
CO2_STORAGE	0.000000	6.853825	0.000000
JETFUEL_STORAGE	0.000000	5.242316	0.000000
WOOD_STORAGE	0.000000	10.541392	0.000000
EFFICIENCY	5600.000000	0.000000	0.000000
DHN	1028.296338	0.000000	0.000000
GRID	9718.011100	0.000000	0.000000
ALKALINE_ELECTROLYSIS	3842.576819	1915.480023	0.000000
HT_ELECTROLYSIS	0.018430	0.009187	0.000000
SMR	0.001042	0.001356	0.000000
BIO_HYDROLYSIS	887.690781	628.210704	0.000000
H2_BIOMASS	0.001065	0.001057	0.000000
WOOD_TO_METHANE	0.001404	0.000700	0.000000
CO2_TO_METHANE	0.000952	0.000474	0.000000
E_WOOD_TO_METHANE	0.001262	0.000629	0.000000
BIOMETHANATION	0.001251	0.000624	0.000000
PYROLYSIS_TO_LFO	0.002287	0.001289	0.000000
