Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.985914	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.940390	Infinity
WASTE	85000.001544	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	3860.748261	Infinity
CO2_EMISSIONS	39101.381328	Infinity
RES_WIND	416352.237243	Infinity
RES_SOLAR	270862.412232	Infinity
RES_HYDRO	92395.755662	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2570.916783	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.891093	8.888889
APPLES	13.743709	13.741667
CEREALSTRAW	22194.417651	22194.444444
CHERRIES	194.446120	194.444444
MAIZESTRAW	1916.668583	1916.666667
OLIVES	55.556545	55.555556
OSR	1277.779801	1277.777778
RICESTRAW	100.829758	100.827778
VINEYARDS	361.113021	361.111111
MISCANTHUS	0.500695	21500.000000
SWITCHGRASS	15824.241650	20666.666667
WILLOW	0.297874	17083.333333
POPLAR	0.280780	1638.888889
CP_RES	34138.445044	34138.483333
FUELWOOD_RES	3166.668529	3166.666667
LANDSCAPECARE	3543.140886	3543.138889
MSW	18385.337220	18386.155556
FUELWOODRW	24709.952053	24709.966667
OTHERSECRESID	1472.224310	1472.222222
SAWDUST	388.891087	388.888889
CP_RW	77246.628215	77250.000000
GRASS_FOR_BIOGAS	603.026437	603.027778
MAIZE_SILAGE	1742.802013	1742.805556
SUGARBEETTOPS	388.886537	388.888889
MANURE_LIQ	2638.882853	2638.888889
MANURE_SOL	12916.668930	12916.666667
SLUDGE	1.664767	1.666667
