TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.791314	6175.858975	60.000000	0.000000	59.999998	60.000000	0.000000	0.361794	1.000000	0.843906	0.843906	0.052828	42472.798731
CCGT	4915.115874	124.483925	25.000000	4.000000	5.950792	Infinity	0.000000	0.002306	1.000000	0.054224	0.955769	0.070952	1093.695998
CCGT_AMMONIA	0.085226	0.002158	25.000000	0.000000	0.000103	Infinity	0.000000	0.000000	1.000000	0.067746	0.590000	0.070952	0.018964
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.992244	2927.866992	25.000000	0.000000	209.999922	210.000000	0.000000	0.220932	1.000000	0.147239	1.000000	0.070952	267749.901106
WIND_ONSHORE	85646.998573	996.141160	30.000000	0.000000	74.999999	75.000000	0.000000	0.139754	1.000000	0.260788	1.000000	0.065051	46713.749222
WIND_OFFSHORE	298986.073424	2080.193924	30.000000	0.000000	55.809097	60.000000	0.000000	0.199850	1.000000	0.501167	1.000000	0.065051	34760.695842
HYDRO_RIVER	110988.204262	1109.785203	80.000000	0.000000	21.999993	22.000000	0.000000	0.075364	1.000000	0.479430	1.000000	0.051030	27782.031054
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.050752	0.003262	25.000000	0.000000	0.000033	Infinity	0.000000	0.000000	1.000000	0.048828	0.844900	0.070952	0.034020
