Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.830606	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.901364	Infinity
WASTE	85000.001462	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	5675.231414	Infinity
CO2_EMISSIONS	58512.929221	Infinity
RES_WIND	323860.581006	Infinity
RES_SOLAR	271346.617757	Infinity
RES_HYDRO	91299.809503	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	4064.733342	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.418187	44.416667
APPLES	54.987269	54.986111
CEREALSTRAW	36555.551797	36555.555556
CHERRIES	194.444183	194.444444
MAIZESTRAW	6388.890168	6388.888889
OLIVES	0.810900	55.555556
OSR	4222.223746	4222.222222
RICESTRAW	268.879255	268.877778
VINEYARDS	1500.001128	1500.000000
MISCANTHUS	0.378950	30638.888889
SWITCHGRASS	0.414635	32111.111111
WILLOW	0.193178	8277.777778
POPLAR	0.138352	888.888889
CP_RES	34138.483419	34138.483333
FUELWOOD_RES	12555.556733	12555.555556
LANDSCAPECARE	14172.545923	14172.544444
MSW	31515.350829	31515.361111
FUELWOODRW	28361.111951	28361.111111
OTHERSECRESID	6055.557253	6055.555556
SAWDUST	1722.224127	1722.222222
CP_RW	57247.889686	77250.000000
GRASS_FOR_BIOGAS	781.935778	781.944444
MAIZE_SILAGE	2259.769671	2259.777778
SUGARBEETTOPS	583.317748	583.333333
MANURE_LIQ	6527.705621	6527.777778
MANURE_SOL	65138.890589	65138.888889
SLUDGE	3.037086	3.055556
