TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.780983	6175.858756	60.000000	0.000000	59.999996	60.000000	0.000000	0.368958	1.000000	0.843906	0.843906	0.052828	42472.797222
CCGT	6643.073554	168.247482	25.000000	4.000000	8.042851	Infinity	0.000000	0.003178	1.000000	0.054224	0.955769	0.070952	1478.195661
CCGT_AMMONIA	0.135485	0.003431	25.000000	0.000000	0.000164	Infinity	0.000000	0.000000	1.000000	0.066063	0.590000	0.070952	0.030148
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.984278	2927.865881	25.000000	0.000000	209.999843	210.000000	0.000000	0.225789	1.000000	0.147554	1.000000	0.070952	267749.799543
WIND_ONSHORE	85646.996785	996.141139	30.000000	0.000000	74.999997	75.000000	0.000000	0.142552	1.000000	0.260844	1.000000	0.065051	46713.748247
WIND_OFFSHORE	270750.170383	1883.742788	30.000000	0.000000	50.538549	60.000000	0.000000	0.183123	1.000000	0.497266	1.000000	0.065051	31477.935457
HYDRO_RIVER	110988.179211	1109.784953	80.000000	0.000000	21.999988	22.000000	0.000000	0.076401	1.000000	0.476589	1.000000	0.051030	27782.024784
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.083706	0.005381	25.000000	0.000000	0.000055	Infinity	0.000000	0.000001	1.000000	0.081775	0.844900	0.070952	0.056110
IND_COGEN_WOOD	0.071275	0.002610	25.000000	0.000000	0.000061	Infinity	0.000000	0.000001	1.000000	0.137730	0.844900	0.070952	0.010046
IND_COGEN_WASTE	0.093854	0.003460	25.000000	0.000000	0.000029	Infinity	0.000000	0.000001	1.000000	0.123746	0.844900	0.070952	0.019102
IND_BOILER_GAS	0.045582	0.000913	17.000000	0.000000	0.000645	Infinity	0.000000	0.000001	1.000000	0.022606	0.944300	0.088699	0.007946
IND_BOILER_WOOD	0.048917	0.000978	17.000000	0.000000	0.000354	Infinity	0.000000	0.000003	1.000000	0.118018	0.894600	0.088699	0.010217
IND_BOILER_OIL	0.044203	0.000951	17.000000	0.000000	0.000671	Infinity	0.000000	0.000001	1.000000	0.015856	0.944300	0.088699	0.008273
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2214.079447	44.280048	17.000000	0.000000	16.018517	Infinity	0.000000	0.492304	1.000000	0.492031	0.894600	0.088699	462.454591
IND_DIRECT_ELEC	6211.132540	28.176268	15.000000	0.000000	16.019221	Infinity	0.000000	0.507690	1.000000	0.507386	0.944300	0.096342	23.548255
DHN_HP_ELEC	8969.183362	304.133594	25.000000	0.000000	22.664906	Infinity	0.000000	0.999994	1.000000	0.661052	0.944300	0.070952	3961.598968
DHN_COGEN_GAS	0.107638	0.003147	25.000000	0.000000	0.000079	Infinity	0.000000	0.000001	1.000000	0.076403	0.844900	0.070952	0.038809
DHN_COGEN_WOOD	0.055043	0.002015	25.000000	0.000000	0.000047	Infinity	0.000000	0.000000	1.000000	0.068481	0.844900	0.070952	0.007758
DHN_COGEN_WASTE	0.077472	0.002856	25.000000	0.000000	0.000024	Infinity	0.000000	0.000000	1.000000	0.068533	0.844900	0.070952	0.015768
DHN_COGEN_WET_BIOMASS	0.039934	0.003250	25.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.062240	0.745500	0.070952	0.027414
DHN_COGEN_BIO_HYDROLYSIS	0.093031	0.004546	15.000000	0.000000	0.000019	Infinity	0.000000	0.000001	1.000000	0.100626	0.844900	0.096342	0.012240
DHN_BOILER_GAS	0.011934	0.000239	17.000000	0.000000	0.000169	Infinity	0.000000	0.000000	1.000000	0.042155	0.944300	0.088699	0.002080
DHN_BOILER_WOOD	0.017715	0.000354	17.000000	0.000000	0.000128	Infinity	0.000000	0.000001	1.000000	0.080459	0.894600	0.088699	0.003700
DHN_BOILER_OIL	0.010972	0.000236	17.000000	0.000000	0.000167	Infinity	0.000000	0.000000	1.000000	0.036570	0.944300	0.088699	0.002053
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.097002	0.000114	30.000000	0.000000	0.000254	Infinity	0.000000	0.000002	1.000000	0.123471	1.000000	0.065051	0.056268
DEC_HP_ELEC	92036.666510	3837.418949	18.000000	0.000000	162.960208	Infinity	0.000000	0.999995	1.000000	0.338347	1.000000	0.085546	26870.508766
DEC_THHP_GAS	0.094881	0.002773	20.000000	0.000000	0.000262	Infinity	0.000000	0.000000	1.000000	0.092191	1.000000	0.080243	0.100008
DEC_COGEN_GAS	0.080673	0.005186	20.000000	0.000000	0.000053	Infinity	0.000000	0.000000	1.000000	0.059997	1.000000	0.080243	0.054077
DEC_COGEN_OIL	0.074479	0.004570	20.000000	0.000000	0.000053	Infinity	0.000000	0.000000	1.000000	0.038746	1.000000	0.080243	0.053844
DEC_ADVCOGEN_GAS	0.144870	0.002700	20.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.021387	1.000000	0.080243	0.034595
DEC_ADVCOGEN_H2	0.158564	0.002955	20.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.028165	1.000000	0.080243	0.037865
DEC_BOILER_GAS	0.087239	0.002618	17.000000	0.000000	0.000459	Infinity	0.000000	0.000000	1.000000	0.018443	1.000000	0.088699	0.009671
DEC_BOILER_WOOD	0.095740	0.003350	17.000000	0.000000	0.000173	Infinity	0.000000	0.000000	1.000000	0.078228	1.000000	0.088699	0.003639
DEC_BOILER_OIL	0.068362	0.004100	17.000000	0.000000	0.000400	Infinity	0.000000	0.000000	1.000000	0.016405	1.000000	0.088699	0.008438
DEC_SOLAR	1.602411	0.017779	20.000000	0.000000	0.002115	20.000000	0.000000	0.000003	1.000000	0.067881	1.000000	0.080243	0.467930
DEC_DIRECT_ELEC	0.117292	0.000513	15.000000	0.000000	0.002690	Infinity	0.000000	0.000001	1.000000	0.024941	1.000000	0.096342	0.003954
TRAMWAY_TROLLEY	10181.125687	203.622514	30.000000	0.000000	16.289801	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	16289.358492	861.214656	15.000000	0.000000	28.185207	Infinity	0.000000	0.299908	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	7.058125	0.286023	15.000000	0.000000	0.008581	Infinity	0.000000	0.000091	1.000000	0.296620	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	0.066956	0.003497	15.000000	0.000000	0.000114	Infinity	0.000000	0.000001	1.000000	0.296204	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.056250	0.001578	15.000000	0.000000	0.000050	Infinity	0.000000	0.000000	1.000000	0.085861	0.296804	0.096342	0.000000
TRAIN_PUB	76358.203859	2755.792297	40.000000	0.000000	50.701985	Infinity	0.000000	0.500000	0.500000	0.275073	0.275073	0.058278	0.000000
CAR_GASOLINE	0.008219	0.000496	15.000000	0.000000	0.000021	Infinity	0.000000	0.000000	1.000000	0.010447	0.051370	0.096342	0.000000
CAR_DIESEL	0.008038	0.000470	15.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.008491	0.051370	0.096342	0.000000
CAR_NG	0.013021	0.000760	15.000000	0.000000	0.000032	Infinity	0.000000	0.000000	1.000000	0.014060	0.051370	0.096342	0.000000
CAR_METHANOL	0.006168	0.000372	15.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.007621	0.051370	0.096342	0.000000
CAR_HEV	0.008051	0.000646	15.000000	0.000000	0.000019	Infinity	0.000000	0.000000	1.000000	0.009544	0.051370	0.096342	0.000000
CAR_PHEV	3.760747	0.270066	15.000000	0.000000	0.007943	Infinity	0.000000	0.000002	1.000000	0.024305	0.051370	0.096342	0.000000
CAR_BEV	999637.865370	16289.767385	15.000000	0.000000	1628.976739	Infinity	0.000000	0.999997	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.231276	0.002178	15.000000	0.000000	0.000218	Infinity	0.000000	0.000000	1.000000	0.060431	0.051370	0.096342	0.000000
