Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.223816	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.953219	Infinity
WASTE	85000.003177	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	1818.282144	Infinity
CO2_EMISSIONS	53188.614193	Infinity
RES_WIND	437821.478644	Infinity
RES_SOLAR	272365.462809	Infinity
RES_HYDRO	92286.327767	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2527.878417	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.419713	44.416667
APPLES	54.988803	54.986111
CEREALSTRAW	31631.016221	36555.555556
CHERRIES	194.440938	194.444444
MAIZESTRAW	75.776139	6388.888889
OLIVES	0.722752	55.555556
OSR	4222.219886	4222.222222
RICESTRAW	268.845126	268.877778
VINEYARDS	1500.002832	1500.000000
MISCANTHUS	0.113688	30638.888889
SWITCHGRASS	0.115668	32111.111111
WILLOW	0.109554	8277.777778
POPLAR	0.096684	888.888889
CP_RES	34138.484322	34138.483333
FUELWOOD_RES	12555.558017	12555.555556
LANDSCAPECARE	14172.548208	14172.544444
MSW	0.590869	31515.361111
FUELWOODRW	28361.113659	28361.111111
OTHERSECRESID	6055.559652	6055.555556
SAWDUST	1722.226694	1722.222222
CP_RW	1.163282	77250.000000
GRASS_FOR_BIOGAS	0.780718	781.944444
MAIZE_SILAGE	2259.772273	2259.777778
SUGARBEETTOPS	0.430311	583.333333
MANURE_LIQ	6527.684237	6527.777778
MANURE_SOL	65138.893978	65138.888889
SLUDGE	3.043118	3.055556
