Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.980038	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.887132	Infinity
WASTE	85000.001348	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	5163.817403	Infinity
CO2_EMISSIONS	74389.351880	Infinity
RES_WIND	259463.288735	Infinity
RES_SOLAR	271524.022958	Infinity
RES_HYDRO	89902.994916	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	5868.881989	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.826449	88.833333
APPLES	0.338558	109.966667
CEREALSTRAW	52999.774496	53000.000000
CHERRIES	0.854272	388.888889
MAIZESTRAW	12472.212012	12472.222222
OLIVES	0.364395	166.666667
OSR	8833.332000	8833.333333
RICESTRAW	504.139982	504.147222
VINEYARDS	2.544175	2944.444444
MISCANTHUS	0.221824	43694.444444
SWITCHGRASS	0.230914	44055.555556
WILLOW	0.146862	10611.111111
POPLAR	0.052370	1750.000000
CP_RES	6193.322638	120840.166667
FUELWOOD_RES	44388.889337	44388.888889
LANDSCAPECARE	35431.343944	35431.344444
MSW	40332.869883	40333.000000
FUELWOODRW	34138.889981	34138.888889
OTHERSECRESID	15166.667038	15166.666667
SAWDUST	4444.445558	4444.444444
CP_RW	0.580942	93000.000000
GRASS_FOR_BIOGAS	860.127204	860.138889
MAIZE_SILAGE	2485.824435	2485.833333
SUGARBEETTOPS	861.083819	861.111111
MANURE_LIQ	7492.075911	10583.333333
MANURE_SOL	117444.445495	117444.444444
SLUDGE	4.147101	4.166667
