TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.784987	6175.858841	60.000000	0.000000	59.999997	60.000000	0.000000	0.463980	1.000000	0.843906	0.843906	0.052828	42472.797807
CCGT	24221.700758	613.457030	25.000000	4.000000	29.325513	Infinity	0.000000	0.031798	1.000000	0.118331	0.955769	0.070952	5389.736043
CCGT_AMMONIA	0.025749	0.000652	25.000000	0.000000	0.000031	Infinity	0.000000	0.000000	1.000000	0.025557	0.590000	0.070952	0.005729
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999526	2927.868007	25.000000	0.000000	209.999995	210.000000	0.000000	0.282015	1.000000	0.146554	1.000000	0.070952	267749.993958
WIND_ONSHORE	85646.994002	996.141106	30.000000	0.000000	74.999995	75.000000	0.000000	0.177847	1.000000	0.258780	1.000000	0.065051	46713.746728
WIND_OFFSHORE	0.438882	0.003054	30.000000	0.000000	0.000082	60.000000	0.000000	0.000000	1.000000	0.365022	1.000000	0.065051	0.051025
HYDRO_RIVER	52197.262932	521.927086	80.000000	0.000000	10.346500	22.000000	0.000000	0.044360	1.000000	0.467890	1.000000	0.051030	13065.766667
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.022351	0.001437	25.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.033403	0.844900	0.070952	0.014982
IND_COGEN_WOOD	0.040942	0.001499	25.000000	0.000000	0.000035	Infinity	0.000000	0.000001	1.000000	0.158785	0.844900	0.070952	0.005771
IND_COGEN_WASTE	0.033396	0.001231	25.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.051825	0.844900	0.070952	0.006797
IND_BOILER_GAS	0.014299	0.000286	17.000000	0.000000	0.000202	Infinity	0.000000	0.000000	1.000000	0.021514	0.944300	0.088699	0.002493
IND_BOILER_WOOD	1240.730827	24.813753	17.000000	0.000000	8.976493	Infinity	0.000000	0.392852	1.000000	0.777111	0.894600	0.088699	259.151346
IND_BOILER_OIL	0.014035	0.000302	17.000000	0.000000	0.000213	Infinity	0.000000	0.000000	1.000000	0.019428	0.944300	0.088699	0.002627
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	1385.908107	27.717197	17.000000	0.000000	10.026828	Infinity	0.000000	0.443869	1.000000	0.786053	0.894600	0.088699	289.474512
IND_DIRECT_ELEC	7368.608540	33.427058	15.000000	0.000000	19.004484	Infinity	0.000000	0.163277	1.000000	0.152557	0.944300	0.096342	27.936591
DHN_HP_ELEC	7063.494889	239.514123	25.000000	0.000000	17.849278	Infinity	0.000000	0.999996	1.000000	0.754180	0.944300	0.070952	3119.875349
DHN_COGEN_GAS	0.045375	0.001327	25.000000	0.000000	0.000033	Infinity	0.000000	0.000000	1.000000	0.063749	0.844900	0.070952	0.016360
DHN_COGEN_WOOD	0.027935	0.001023	25.000000	0.000000	0.000024	Infinity	0.000000	0.000001	1.000000	0.076733	0.844900	0.070952	0.003938
DHN_COGEN_WASTE	0.029355	0.001082	25.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.037197	0.844900	0.070952	0.005975
DHN_COGEN_WET_BIOMASS	0.013945	0.001135	25.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.019600	0.745500	0.070952	0.009573
DHN_COGEN_BIO_HYDROLYSIS	0.024628	0.001203	15.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.024416	0.844900	0.096342	0.003240
DHN_BOILER_GAS	0.003329	0.000067	17.000000	0.000000	0.000047	Infinity	0.000000	0.000000	1.000000	0.033024	0.944300	0.088699	0.000580
DHN_BOILER_WOOD	0.006853	0.000137	17.000000	0.000000	0.000050	Infinity	0.000000	0.000001	1.000000	0.132619	0.894600	0.088699	0.001431
DHN_BOILER_OIL	0.003000	0.000065	17.000000	0.000000	0.000046	Infinity	0.000000	0.000000	1.000000	0.031345	0.944300	0.088699	0.000562
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.022070	0.000026	30.000000	0.000000	0.000058	Infinity	0.000000	0.000001	1.000000	0.068215	1.000000	0.065051	0.012802
DEC_HP_ELEC	92035.872223	3837.385832	18.000000	0.000000	162.958802	Infinity	0.000000	0.999988	1.000000	0.339362	1.000000	0.085546	26870.276870
DEC_THHP_GAS	0.126117	0.003686	20.000000	0.000000	0.000348	Infinity	0.000000	0.000002	1.000000	0.305206	1.000000	0.080243	0.132932
DEC_COGEN_GAS	0.042619	0.002739	20.000000	0.000000	0.000028	Infinity	0.000000	0.000000	1.000000	0.060863	1.000000	0.080243	0.028568
DEC_COGEN_OIL	0.038460	0.002360	20.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.055031	1.000000	0.080243	0.027804
DEC_ADVCOGEN_GAS	0.052657	0.000981	20.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.013762	1.000000	0.080243	0.012574
DEC_ADVCOGEN_H2	0.047842	0.000892	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.011244	1.000000	0.080243	0.011425
DEC_BOILER_GAS	0.027155	0.000815	17.000000	0.000000	0.000143	Infinity	0.000000	0.000000	1.000000	0.052852	1.000000	0.088699	0.003010
DEC_BOILER_WOOD	0.709673	0.024832	17.000000	0.000000	0.001279	Infinity	0.000000	0.000007	1.000000	0.313892	1.000000	0.088699	0.026971
DEC_BOILER_OIL	0.021166	0.001270	17.000000	0.000000	0.000124	Infinity	0.000000	0.000000	1.000000	0.055188	1.000000	0.088699	0.002613
DEC_SOLAR	0.638670	0.007086	20.000000	0.000000	0.000843	20.000000	0.000000	0.000002	1.000000	0.104457	1.000000	0.080243	0.186502
DEC_DIRECT_ELEC	0.046197	0.000202	15.000000	0.000000	0.001059	Infinity	0.000000	0.000000	1.000000	0.023411	1.000000	0.096342	0.001557
TRAMWAY_TROLLEY	10181.127215	203.622544	30.000000	0.000000	16.289804	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	24304.448312	1284.970621	15.000000	0.000000	42.053584	Infinity	0.000000	0.447475	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	0.005090	0.000206	15.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.018350	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	19382.441015	1012.308993	15.000000	0.000000	33.130112	Infinity	0.000000	0.352524	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.002323	0.000065	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.015900	0.296804	0.096342	0.000000
TRAIN_PUB	0.004678	0.000169	40.000000	0.000000	0.000003	Infinity	0.000000	0.000000	0.500000	0.014477	0.275073	0.058278	0.000000
CAR_GASOLINE	0.006899	0.000417	15.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.008895	0.051370	0.096342	0.000000
CAR_DIESEL	0.002975	0.000174	15.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.002809	0.051370	0.096342	0.000000
CAR_NG	0.010739	0.000627	15.000000	0.000000	0.000026	Infinity	0.000000	0.000000	1.000000	0.013458	0.051370	0.096342	0.000000
CAR_METHANOL	0.004482	0.000271	15.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.005777	0.051370	0.096342	0.000000
CAR_HEV	0.003720	0.000298	15.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.004508	0.051370	0.096342	0.000000
CAR_PHEV	1.013107	0.072753	15.000000	0.000000	0.002140	Infinity	0.000000	0.000001	1.000000	0.025169	0.051370	0.096342	0.000000
