Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.978654	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.982907	Infinity
WASTE	85000.000798	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	831.511459	Infinity
CO2_EMISSIONS	38166.098390	Infinity
RES_WIND	438831.402666	Infinity
RES_SOLAR	280525.517410	Infinity
RES_HYDRO	92683.072095	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2826.288537	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.889863	8.888889
APPLES	13.742466	13.741667
CEREALSTRAW	22194.408975	22194.444444
CHERRIES	194.444788	194.444444
MAIZESTRAW	1916.666544	1916.666667
OLIVES	0.824288	55.555556
OSR	1277.778131	1277.777778
RICESTRAW	100.828077	100.827778
VINEYARDS	361.111837	361.111111
MISCANTHUS	0.063706	21500.000000
SWITCHGRASS	0.065635	20666.666667
WILLOW	0.063457	17083.333333
POPLAR	0.054808	1638.888889
CP_RES	34138.483625	34138.483333
FUELWOOD_RES	3166.667249	3166.666667
LANDSCAPECARE	3543.139751	3543.138889
MSW	3.547796	18386.155556
FUELWOODRW	24709.967159	24709.966667
OTHERSECRESID	1472.223152	1472.222222
SAWDUST	388.889944	388.888889
CP_RW	46508.167057	77250.000000
GRASS_FOR_BIOGAS	603.028030	603.027778
MAIZE_SILAGE	1742.805314	1742.805556
SUGARBEETTOPS	388.889142	388.888889
MANURE_LIQ	2638.888527	2638.888889
MANURE_SOL	12916.667965	12916.666667
SLUDGE	1.666934	1.666667
