Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.978668	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.948358	Infinity
WASTE	85000.002544	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	1737.439161	Infinity
CO2_EMISSIONS	38166.167298	Infinity
RES_WIND	437204.466423	Infinity
RES_SOLAR	272672.332913	Infinity
RES_HYDRO	92531.602552	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2727.370928	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.892045	8.888889
APPLES	13.744199	13.741667
CEREALSTRAW	22194.414491	22194.444444
CHERRIES	194.446315	194.444444
MAIZESTRAW	1916.668335	1916.666667
OLIVES	2.524188	55.555556
OSR	1277.780103	1277.777778
RICESTRAW	100.829843	100.827778
VINEYARDS	361.114124	361.111111
MISCANTHUS	0.159287	21500.000000
SWITCHGRASS	0.165439	20666.666667
WILLOW	0.149753	17083.333333
POPLAR	0.121387	1638.888889
CP_RES	34138.485312	34138.483333
FUELWOOD_RES	3166.669426	3166.666667
LANDSCAPECARE	3543.142194	3543.138889
MSW	18385.870397	18386.155556
FUELWOODRW	24709.969291	24709.966667
OTHERSECRESID	1472.225654	1472.222222
SAWDUST	388.892611	388.888889
CP_RW	43123.825796	77250.000000
GRASS_FOR_BIOGAS	603.022781	603.027778
MAIZE_SILAGE	1742.799773	1742.805556
SUGARBEETTOPS	388.882846	388.888889
MANURE_LIQ	2638.876571	2638.888889
MANURE_SOL	12916.670744	12916.666667
SLUDGE	1.660552	1.666667
