Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.814114	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.967402	Infinity
WASTE	85000.001206	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	2815.476311	Infinity
CO2_EMISSIONS	65610.006878	Infinity
RES_WIND	436370.306549	Infinity
RES_SOLAR	271863.293746	Infinity
RES_HYDRO	92026.108371	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	1825.386052	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	4.550706	88.833333
APPLES	0.237177	109.966667
CEREALSTRAW	0.549910	53000.000000
CHERRIES	0.573691	388.888889
MAIZESTRAW	0.507804	12472.222222
OLIVES	0.261253	166.666667
OSR	0.782437	8833.333333
RICESTRAW	0.559118	504.147222
VINEYARDS	1.260466	2944.444444
MISCANTHUS	0.059255	43694.444444
SWITCHGRASS	0.060130	44055.555556
WILLOW	0.054137	10611.111111
POPLAR	0.048098	1750.000000
CP_RES	1.345190	120840.166667
FUELWOOD_RES	44324.814350	44388.888889
LANDSCAPECARE	35431.326417	35431.344444
MSW	0.212043	40333.000000
FUELWOODRW	30621.405748	34138.888889
OTHERSECRESID	15166.667192	15166.666667
SAWDUST	4444.445563	4444.444444
CP_RW	0.322080	93000.000000
GRASS_FOR_BIOGAS	0.320168	860.138889
MAIZE_SILAGE	2485.829881	2485.833333
SUGARBEETTOPS	0.234896	861.111111
MANURE_LIQ	0.934727	10583.333333
MANURE_SOL	117444.446260	117444.444444
SLUDGE	4.162011	4.166667
