Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.982125	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.924608	Infinity
WASTE	85000.000995	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	5644.666685	Infinity
CO2_EMISSIONS	59439.575826	Infinity
RES_WIND	384286.575550	Infinity
RES_SOLAR	270443.389499	Infinity
RES_HYDRO	92278.706850	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	3011.629279	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.417971	44.416667
APPLES	54.987269	54.986111
CEREALSTRAW	36555.476150	36555.555556
CHERRIES	194.444948	194.444444
MAIZESTRAW	6388.890300	6388.888889
OLIVES	0.415533	55.555556
OSR	4222.223622	4222.222222
RICESTRAW	268.879059	268.877778
VINEYARDS	1500.000896	1500.000000
MISCANTHUS	0.305739	30638.888889
SWITCHGRASS	0.329895	32111.111111
WILLOW	0.156515	8277.777778
POPLAR	0.079344	888.888889
CP_RES	34138.484630	34138.483333
FUELWOOD_RES	12555.555994	12555.555556
LANDSCAPECARE	14172.545161	14172.544444
MSW	31515.361528	31515.361111
FUELWOODRW	28361.109137	28361.111111
OTHERSECRESID	6055.556648	6055.555556
SAWDUST	1722.223528	1722.222222
CP_RW	17248.591152	77250.000000
GRASS_FOR_BIOGAS	781.939453	781.944444
MAIZE_SILAGE	2259.771478	2259.777778
SUGARBEETTOPS	583.325128	583.333333
MANURE_LIQ	6527.740728	6527.777778
MANURE_SOL	65138.889811	65138.888889
SLUDGE	3.051007	3.055556
