Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.998883	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.848475	Infinity
WASTE	85000.001419	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	7407.619719	Infinity
CO2_EMISSIONS	55748.332924	Infinity
RES_WIND	223126.422651	Infinity
RES_SOLAR	270585.191272	Infinity
RES_HYDRO	90383.056741	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	30288.559661	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.418895	44.416667
APPLES	54.988323	54.986111
CEREALSTRAW	36555.557270	36555.555556
CHERRIES	194.446577	194.444444
MAIZESTRAW	6388.890723	6388.888889
OLIVES	55.557701	55.555556
OSR	4222.224122	4222.222222
RICESTRAW	268.879908	268.877778
VINEYARDS	1500.002020	1500.000000
MISCANTHUS	30638.888322	30638.888889
SWITCHGRASS	32111.110588	32111.111111
WILLOW	8277.777877	8277.777778
POPLAR	888.889487	888.888889
CP_RES	34138.485087	34138.483333
FUELWOOD_RES	12555.557408	12555.555556
LANDSCAPECARE	14172.546353	14172.544444
MSW	31515.362652	31515.361111
FUELWOODRW	28361.112921	28361.111111
OTHERSECRESID	6055.557541	6055.555556
SAWDUST	1722.224325	1722.222222
CP_RW	77250.001480	77250.000000
GRASS_FOR_BIOGAS	781.940289	781.944444
MAIZE_SILAGE	2259.765807	2259.777778
SUGARBEETTOPS	583.328422	583.333333
MANURE_LIQ	6527.742019	6527.777778
MANURE_SOL	65138.889661	65138.888889
SLUDGE	3.046491	3.055556
