Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.998797	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.965998	Infinity
WASTE	85000.001010	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	7461.404113	Infinity
CO2_EMISSIONS	76396.750896	Infinity
RES_WIND	201710.626941	Infinity
RES_SOLAR	270721.018620	Infinity
RES_HYDRO	89946.680337	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	25859.350808	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.832573	88.833333
APPLES	0.167889	109.966667
CEREALSTRAW	53000.000960	53000.000000
CHERRIES	0.226076	388.888889
MAIZESTRAW	12472.222686	12472.222222
OLIVES	0.095043	166.666667
OSR	8833.334243	8833.333333
RICESTRAW	504.147733	504.147222
VINEYARDS	0.606230	2944.444444
MISCANTHUS	0.119288	43694.444444
SWITCHGRASS	0.127184	44055.555556
WILLOW	0.062014	10611.111111
POPLAR	0.042751	1750.000000
CP_RES	56196.672156	120840.166667
FUELWOOD_RES	44388.856339	44388.888889
LANDSCAPECARE	35431.345167	35431.344444
MSW	40332.995735	40333.000000
FUELWOODRW	34138.888469	34138.888889
OTHERSECRESID	15166.667740	15166.666667
SAWDUST	4444.445781	4444.444444
CP_RW	0.179635	93000.000000
GRASS_FOR_BIOGAS	860.139444	860.138889
MAIZE_SILAGE	2485.832593	2485.833333
SUGARBEETTOPS	861.111313	861.111111
MANURE_LIQ	10583.330057	10583.333333
MANURE_SOL	117444.445822	117444.444444
SLUDGE	4.159497	4.166667
