Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27300.000042	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.974851	Infinity
WASTE	85000.000492	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	6144.189493	Infinity
CO2_EMISSIONS	56461.203037	Infinity
RES_WIND	237286.762527	Infinity
RES_SOLAR	270895.369145	Infinity
RES_HYDRO	89018.894942	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	19947.174315	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.417323	44.416667
APPLES	54.986712	54.986111
CEREALSTRAW	36555.556193	36555.555556
CHERRIES	194.444881	194.444444
MAIZESTRAW	6388.889529	6388.888889
OLIVES	1.040392	55.555556
OSR	4222.222889	4222.222222
RICESTRAW	268.878431	268.877778
VINEYARDS	1500.000593	1500.000000
MISCANTHUS	12887.540825	30638.888889
SWITCHGRASS	32111.062200	32111.111111
WILLOW	0.087933	8277.777778
POPLAR	0.051830	888.888889
CP_RES	34138.483897	34138.483333
FUELWOOD_RES	12555.556173	12555.555556
LANDSCAPECARE	14172.545099	14172.544444
MSW	31515.361793	31515.361111
FUELWOODRW	28361.111725	28361.111111
OTHERSECRESID	6055.556235	6055.555556
SAWDUST	1722.222938	1722.222222
CP_RW	77249.999753	77250.000000
GRASS_FOR_BIOGAS	781.943863	781.944444
MAIZE_SILAGE	2259.776294	2259.777778
SUGARBEETTOPS	583.332245	583.333333
MANURE_LIQ	6527.772332	6527.777778
MANURE_SOL	65138.889527	65138.888889
SLUDGE	3.050171	3.055556
