Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.994579	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.986027	Infinity
WASTE	85000.000046	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	7020.198576	Infinity
CO2_EMISSIONS	57689.032680	Infinity
RES_WIND	268660.445572	Infinity
RES_SOLAR	270854.043285	Infinity
RES_HYDRO	91006.468121	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	9348.612135	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.416600	44.416667
APPLES	54.986005	54.986111
CEREALSTRAW	36555.555527	36555.555556
CHERRIES	194.444255	194.444444
MAIZESTRAW	6388.888862	6388.888889
OLIVES	55.553744	55.555556
OSR	4222.222204	4222.222222
RICESTRAW	268.877728	268.877778
VINEYARDS	1499.999931	1500.000000
MISCANTHUS	0.751269	30638.888889
SWITCHGRASS	14943.401524	32111.111111
WILLOW	0.042544	8277.777778
POPLAR	0.030524	888.888889
CP_RES	34138.483276	34138.483333
FUELWOOD_RES	12555.555528	12555.555556
LANDSCAPECARE	14172.544436	14172.544444
MSW	31515.360295	31515.361111
FUELWOODRW	28361.111082	28361.111111
OTHERSECRESID	6055.555552	6055.555556
SAWDUST	1722.222229	1722.222222
CP_RW	77249.998467	77250.000000
GRASS_FOR_BIOGAS	781.943880	781.944444
MAIZE_SILAGE	2259.777079	2259.777778
SUGARBEETTOPS	583.332510	583.333333
MANURE_LIQ	6527.775418	6527.777778
MANURE_SOL	65138.888875	65138.888889
SLUDGE	3.053849	3.055556
