TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.787197	6175.858888	60.000000	0.000000	59.999997	60.000000	0.000000	0.486148	1.000000	0.843906	0.843906	0.052828	42472.798130
CCGT	22736.999042	575.854357	25.000000	4.000000	27.527966	Infinity	0.000000	0.031647	1.000000	0.119740	0.955769	0.070952	5059.364926
CCGT_AMMONIA	0.021911	0.000555	25.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.022113	0.590000	0.070952	0.004875
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999695	2927.868031	25.000000	0.000000	209.999997	210.000000	0.000000	0.294595	1.000000	0.146111	1.000000	0.070952	267749.996114
WIND_ONSHORE	85646.997825	996.141151	30.000000	0.000000	74.999998	75.000000	0.000000	0.187516	1.000000	0.260408	1.000000	0.065051	46713.748813
WIND_OFFSHORE	0.458071	0.003187	30.000000	0.000000	0.000086	60.000000	0.000000	0.000000	1.000000	0.375577	1.000000	0.065051	0.053256
HYDRO_RIVER	107.729245	1.077198	80.000000	0.000000	0.021354	22.000000	0.000000	0.000094	1.000000	0.458856	1.000000	0.051030	26.966264
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.020133	0.001294	25.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.030191	0.844900	0.070952	0.013495
IND_COGEN_WOOD	0.042738	0.001565	25.000000	0.000000	0.000036	Infinity	0.000000	0.000001	1.000000	0.181524	0.844900	0.070952	0.006024
IND_COGEN_WASTE	0.032417	0.001195	25.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.052898	0.844900	0.070952	0.006598
IND_BOILER_GAS	0.013091	0.000262	17.000000	0.000000	0.000185	Infinity	0.000000	0.000000	1.000000	0.022519	0.944300	0.088699	0.002282
IND_BOILER_WOOD	1326.150717	26.522091	17.000000	0.000000	9.594492	Infinity	0.000000	0.403170	1.000000	0.766852	0.894600	0.088699	276.992991
IND_BOILER_OIL	0.012808	0.000275	17.000000	0.000000	0.000195	Infinity	0.000000	0.000000	1.000000	0.021677	0.944300	0.088699	0.002397
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	1412.313080	28.245278	17.000000	0.000000	10.217863	Infinity	0.000000	0.431887	1.000000	0.771357	0.894600	0.088699	294.989716
IND_DIRECT_ELEC	7682.285730	34.850028	15.000000	0.000000	19.813493	Infinity	0.000000	0.164941	1.000000	0.151919	0.944300	0.096342	29.125835
DHN_HP_ELEC	7359.262060	249.543212	25.000000	0.000000	18.596675	Infinity	0.000000	0.999996	1.000000	0.730251	0.944300	0.070952	3250.512762
DHN_COGEN_GAS	0.043820	0.001281	25.000000	0.000000	0.000032	Infinity	0.000000	0.000000	1.000000	0.061825	0.844900	0.070952	0.015799
DHN_COGEN_WOOD	0.029852	0.001093	25.000000	0.000000	0.000025	Infinity	0.000000	0.000001	1.000000	0.085731	0.844900	0.070952	0.004208
DHN_COGEN_WASTE	0.029114	0.001073	25.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.038008	0.844900	0.070952	0.005926
DHN_COGEN_WET_BIOMASS	0.013252	0.001079	25.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.019377	0.745500	0.070952	0.009097
DHN_COGEN_BIO_HYDROLYSIS	0.024066	0.001176	15.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.023827	0.844900	0.096342	0.003166
DHN_BOILER_GAS	0.003196	0.000064	17.000000	0.000000	0.000045	Infinity	0.000000	0.000000	1.000000	0.031848	0.944300	0.088699	0.000557
DHN_BOILER_WOOD	0.007621	0.000152	17.000000	0.000000	0.000055	Infinity	0.000000	0.000001	1.000000	0.158315	0.894600	0.088699	0.001592
DHN_BOILER_OIL	0.002909	0.000063	17.000000	0.000000	0.000044	Infinity	0.000000	0.000000	1.000000	0.031744	0.944300	0.088699	0.000544
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.022992	0.000027	30.000000	0.000000	0.000060	Infinity	0.000000	0.000001	1.000000	0.072467	1.000000	0.065051	0.013337
DEC_HP_ELEC	83377.840609	3476.393894	18.000000	0.000000	147.628883	Infinity	0.000000	0.906527	1.000000	0.339494	1.000000	0.085546	24342.526538
DEC_THHP_GAS	0.121014	0.003537	20.000000	0.000000	0.000334	Infinity	0.000000	0.000002	1.000000	0.305357	1.000000	0.080243	0.127553
DEC_COGEN_GAS	0.039471	0.002537	20.000000	0.000000	0.000026	Infinity	0.000000	0.000000	1.000000	0.054895	1.000000	0.080243	0.026458
DEC_COGEN_OIL	0.038376	0.002355	20.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.054273	1.000000	0.080243	0.027743
DEC_ADVCOGEN_GAS	0.049500	0.000923	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.012208	1.000000	0.080243	0.011821
DEC_ADVCOGEN_H2	0.044948	0.000838	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.009716	1.000000	0.080243	0.010733
DEC_BOILER_GAS	0.025721	0.000772	17.000000	0.000000	0.000135	Infinity	0.000000	0.000000	1.000000	0.055384	1.000000	0.088699	0.002851
DEC_BOILER_WOOD	8444.296945	295.474285	17.000000	0.000000	15.216869	Infinity	0.000000	0.089683	1.000000	0.325841	1.000000	0.088699	320.923761
DEC_BOILER_OIL	0.020340	0.001220	17.000000	0.000000	0.000119	Infinity	0.000000	0.000000	1.000000	0.063692	1.000000	0.088699	0.002511
DEC_SOLAR	1064.921452	11.815519	20.000000	0.000000	1.405726	20.000000	0.000000	0.003787	1.000000	0.148959	1.000000	0.080243	310.974607
DEC_DIRECT_ELEC	0.043148	0.000189	15.000000	0.000000	0.000989	Infinity	0.000000	0.000000	1.000000	0.026650	1.000000	0.096342	0.001454
TRAMWAY_TROLLEY	10181.127595	203.622552	30.000000	0.000000	16.289804	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	0.269856	0.014267	15.000000	0.000000	0.000467	Infinity	0.000000	0.000005	1.000000	0.296807	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	0.063643	0.002579	15.000000	0.000000	0.000077	Infinity	0.000000	0.000001	1.000000	0.229580	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	43985.101791	2297.260395	15.000000	0.000000	75.183067	Infinity	0.000000	0.799993	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.006867	0.000193	15.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.011153	0.296804	0.096342	0.000000
TRAIN_PUB	0.155765	0.005622	40.000000	0.000000	0.000103	Infinity	0.000000	0.000001	0.500000	0.281143	0.275073	0.058278	0.000000
CAR_GASOLINE	0.009850	0.000595	15.000000	0.000000	0.000025	Infinity	0.000000	0.000000	1.000000	0.012424	0.051370	0.096342	0.000000
CAR_DIESEL	0.004102	0.000240	15.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.004563	0.051370	0.096342	0.000000
CAR_NG	0.012917	0.000754	15.000000	0.000000	0.000031	Infinity	0.000000	0.000000	1.000000	0.016221	0.051370	0.096342	0.000000
CAR_METHANOL	0.005909	0.000357	15.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.007630	0.051370	0.096342	0.000000
CAR_HEV	0.004230	0.000339	15.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.005151	0.051370	0.096342	0.000000
CAR_PHEV	1.130174	0.081160	15.000000	0.000000	0.002387	Infinity	0.000000	0.000001	1.000000	0.025430	0.051370	0.096342	0.000000
CAR_BEV	999639.262167	16289.790147	15.000000	0.000000	1628.979015	Infinity	0.000000	0.999999	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.077251	0.000727	15.000000	0.000000	0.000073	Infinity	0.000000	0.000000	1.000000	0.043771	0.051370	0.096342	0.000000
PLANE	0.000000	0.000000	30.000000	0.000000	21.872146	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.065051	0.000000
BOAT_FREIGHT_DIESEL	0.050758	0.002684	40.000000	0.000000	0.000703	Infinity	0.000000	0.000035	1.000000	0.112482	0.114155	0.058278	0.000000
BOAT_FREIGHT_NG	1462.523453	76.384891	40.000000	0.000000	19.998953	Infinity	0.000000	0.999946	1.000000	0.114155	0.114155	0.058278	0.000000
