TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.796109	6175.859077	60.000000	0.000000	59.999999	60.000000	0.000000	0.354908	1.000000	0.843906	0.843906	0.052828	42472.799432
CCGT	6166.543168	156.178515	25.000000	4.000000	7.465910	Infinity	0.000000	0.002838	1.000000	0.054224	0.955769	0.070952	1372.159631
CCGT_AMMONIA	0.175986	0.004457	25.000000	0.000000	0.000213	Infinity	0.000000	0.000000	1.000000	0.060279	0.590000	0.070952	0.039160
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.998521	2927.867867	25.000000	0.000000	209.999985	210.000000	0.000000	0.218022	1.000000	0.148119	1.000000	0.070952	267749.981142
WIND_ONSHORE	85646.999392	996.141169	30.000000	0.000000	74.999999	75.000000	0.000000	0.137283	1.000000	0.261146	1.000000	0.065051	46713.749668
WIND_OFFSHORE	321437.999875	2236.403076	30.000000	0.000000	60.000000	60.000000	0.000000	0.212834	1.000000	0.506080	1.000000	0.065051	37370.999985
HYDRO_RIVER	110988.235727	1109.785518	80.000000	0.000000	21.999999	22.000000	0.000000	0.074116	1.000000	0.480636	1.000000	0.051030	27782.038930
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.060469	0.003887	25.000000	0.000000	0.000040	Infinity	0.000000	0.000000	1.000000	0.040210	0.844900	0.070952	0.040534
IND_COGEN_WOOD	0.048317	0.001769	25.000000	0.000000	0.000041	Infinity	0.000000	0.000000	1.000000	0.029518	0.844900	0.070952	0.006810
IND_COGEN_WASTE	0.078852	0.002907	25.000000	0.000000	0.000025	Infinity	0.000000	0.000000	1.000000	0.080987	0.844900	0.070952	0.016049
IND_BOILER_GAS	0.044057	0.000883	17.000000	0.000000	0.000623	Infinity	0.000000	0.000000	1.000000	0.007616	0.944300	0.088699	0.007680
IND_BOILER_WOOD	0.043032	0.000861	17.000000	0.000000	0.000311	Infinity	0.000000	0.000000	1.000000	0.017889	0.894600	0.088699	0.008988
IND_BOILER_OIL	0.043046	0.000926	17.000000	0.000000	0.000654	Infinity	0.000000	0.000000	1.000000	0.004759	0.944300	0.088699	0.008056
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2214.118939	44.280837	17.000000	0.000000	16.018803	Infinity	0.000000	0.362212	1.000000	0.492023	0.894600	0.088699	462.462840
IND_DIRECT_ELEC	9181.179651	41.649631	15.000000	0.000000	23.679312	Infinity	0.000000	0.637787	1.000000	0.586082	0.944300	0.096342	34.808589
DHN_HP_ELEC	9705.930525	329.115753	25.000000	0.000000	24.526648	Infinity	0.000000	0.999996	1.000000	0.735143	0.944300	0.070952	4287.012853
DHN_COGEN_GAS	0.070699	0.002067	25.000000	0.000000	0.000052	Infinity	0.000000	0.000000	1.000000	0.039901	0.844900	0.070952	0.025491
DHN_COGEN_WOOD	0.042507	0.001556	25.000000	0.000000	0.000036	Infinity	0.000000	0.000000	1.000000	0.020172	0.844900	0.070952	0.005992
DHN_COGEN_WASTE	0.062243	0.002295	25.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.038666	0.844900	0.070952	0.012668
DHN_COGEN_WET_BIOMASS	0.028646	0.002331	25.000000	0.000000	0.000019	Infinity	0.000000	0.000000	1.000000	0.013284	0.745500	0.070952	0.019666
DHN_COGEN_BIO_HYDROLYSIS	0.052181	0.002550	15.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.031807	0.844900	0.096342	0.006865
DHN_BOILER_GAS	0.011195	0.000224	17.000000	0.000000	0.000158	Infinity	0.000000	0.000000	1.000000	0.018777	0.944300	0.088699	0.001952
DHN_BOILER_WOOD	0.014090	0.000282	17.000000	0.000000	0.000102	Infinity	0.000000	0.000000	1.000000	0.029283	0.894600	0.088699	0.002943
DHN_BOILER_OIL	0.010099	0.000217	17.000000	0.000000	0.000153	Infinity	0.000000	0.000000	1.000000	0.014874	0.944300	0.088699	0.001890
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.158913	0.000187	30.000000	0.000000	0.000417	Infinity	0.000000	0.000003	1.000000	0.137842	1.000000	0.065051	0.092180
DEC_HP_ELEC	92036.549093	3837.414054	18.000000	0.000000	162.960001	Infinity	0.000000	0.999984	1.000000	0.338416	1.000000	0.085546	26870.474486
DEC_THHP_GAS	0.072086	0.002107	20.000000	0.000000	0.000199	Infinity	0.000000	0.000000	1.000000	0.043263	1.000000	0.080243	0.075981
DEC_COGEN_GAS	0.065322	0.004199	20.000000	0.000000	0.000043	Infinity	0.000000	0.000000	1.000000	0.023067	1.000000	0.080243	0.043787
DEC_COGEN_OIL	0.063644	0.003905	20.000000	0.000000	0.000045	Infinity	0.000000	0.000000	1.000000	0.013373	1.000000	0.080243	0.046011
DEC_ADVCOGEN_GAS	0.120485	0.002245	20.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.011702	1.000000	0.080243	0.028772
DEC_ADVCOGEN_H2	0.145423	0.002710	20.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.017995	1.000000	0.080243	0.034727
DEC_BOILER_GAS	0.083095	0.002493	17.000000	0.000000	0.000437	Infinity	0.000000	0.000000	1.000000	0.007421	1.000000	0.088699	0.009212
DEC_BOILER_WOOD	0.083207	0.002911	17.000000	0.000000	0.000150	Infinity	0.000000	0.000000	1.000000	0.028956	1.000000	0.088699	0.003162
DEC_BOILER_OIL	0.065374	0.003921	17.000000	0.000000	0.000383	Infinity	0.000000	0.000000	1.000000	0.006704	1.000000	0.088699	0.008069
DEC_SOLAR	5.956189	0.066085	20.000000	0.000000	0.007862	20.000000	0.000000	0.000016	1.000000	0.108865	1.000000	0.080243	1.739305
DEC_DIRECT_ELEC	0.103663	0.000453	15.000000	0.000000	0.002377	Infinity	0.000000	0.000000	1.000000	0.010639	1.000000	0.096342	0.003494
TRAMWAY_TROLLEY	10181.124447	203.622489	30.000000	0.000000	16.289799	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	0.010313	0.000545	15.000000	0.000000	0.000018	Infinity	0.000000	0.000000	1.000000	0.052166	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	23190.970403	939.788400	15.000000	0.000000	28.193652	Infinity	0.000000	0.299997	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	0.007674	0.000401	15.000000	0.000000	0.000013	Infinity	0.000000	0.000000	1.000000	0.037637	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.223093	0.006258	15.000000	0.000000	0.000200	Infinity	0.000000	0.000002	1.000000	0.325163	0.296804	0.096342	0.000000
TRAIN_PUB	76358.251270	2755.794008	40.000000	0.000000	50.702017	Infinity	0.000000	0.500000	0.500000	0.275073	0.275073	0.058278	0.000000
CAR_GASOLINE	0.003308	0.000200	15.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.003358	0.051370	0.096342	0.000000
CAR_DIESEL	0.003582	0.000209	15.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.003966	0.051370	0.096342	0.000000
CAR_NG	0.005036	0.000294	15.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.006244	0.051370	0.096342	0.000000
CAR_METHANOL	0.002720	0.000164	15.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.001489	0.051370	0.096342	0.000000
CAR_HEV	0.004136	0.000332	15.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.004816	0.051370	0.096342	0.000000
CAR_PHEV	3.047889	0.218874	15.000000	0.000000	0.006437	Infinity	0.000000	0.000002	1.000000	0.024190	0.051370	0.096342	0.000000
CAR_BEV	999638.245427	16289.773579	15.000000	0.000000	1628.977358	Infinity	0.000000	0.999998	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.249192	0.002346	15.000000	0.000000	0.000235	Infinity	0.000000	0.000000	1.000000	0.063316	0.051370	0.096342	0.000000
PLANE	0.000000	0.000000	30.000000	0.000000	21.872146	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.065051	0.000000
