Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.987318	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.966300	Infinity
WASTE	85000.000180	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	9000.545568	Infinity
CO2_EMISSIONS	76482.506205	Infinity
RES_WIND	200045.083848	Infinity
RES_SOLAR	270444.445404	Infinity
RES_HYDRO	91878.615156	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	33933.726353	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.832370	88.833333
APPLES	0.029581	109.966667
CEREALSTRAW	52999.986331	53000.000000
CHERRIES	0.168156	388.888889
MAIZESTRAW	12472.221609	12472.222222
OLIVES	0.072097	166.666667
OSR	8833.333060	8833.333333
RICESTRAW	504.146675	504.147222
VINEYARDS	0.437666	2944.444444
MISCANTHUS	0.074739	43694.444444
SWITCHGRASS	0.079850	44055.555556
WILLOW	0.037825	10611.111111
POPLAR	0.025006	1750.000000
CP_RES	81197.226283	120840.166667
FUELWOOD_RES	44388.885713	44388.888889
LANDSCAPECARE	35431.344064	35431.344444
MSW	40332.996429	40333.000000
FUELWOODRW	34138.887834	34138.888889
OTHERSECRESID	15166.666541	15166.666667
SAWDUST	4444.444501	4444.444444
CP_RW	0.109965	93000.000000
GRASS_FOR_BIOGAS	860.138019	860.138889
MAIZE_SILAGE	2485.831206	2485.833333
SUGARBEETTOPS	861.109881	861.111111
MANURE_LIQ	10583.327362	10583.333333
MANURE_SOL	117444.444532	117444.444444
SLUDGE	4.164847	4.166667
