Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.992255	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.970018	Infinity
WASTE	85000.002335	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	1282.561031	Infinity
CO2_EMISSIONS	38166.178650	Infinity
RES_WIND	437038.061086	Infinity
RES_SOLAR	272919.472708	Infinity
RES_HYDRO	91956.806085	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2647.365469	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.891947	8.888889
APPLES	13.744191	13.741667
CEREALSTRAW	22194.447146	22194.444444
CHERRIES	194.445172	194.444444
MAIZESTRAW	1916.667702	1916.666667
OLIVES	1.676835	55.555556
OSR	1277.779647	1277.777778
RICESTRAW	100.829242	100.827778
VINEYARDS	361.113259	361.111111
MISCANTHUS	0.183295	21500.000000
SWITCHGRASS	0.190376	20666.666667
WILLOW	0.167928	17083.333333
POPLAR	0.146336	1638.888889
CP_RES	34138.485124	34138.483333
FUELWOOD_RES	3166.668761	3166.666667
LANDSCAPECARE	3543.141650	3543.138889
MSW	18386.157082	18386.155556
FUELWOODRW	24709.968802	24709.966667
OTHERSECRESID	1472.225116	1472.222222
SAWDUST	388.892045	388.888889
CP_RW	48124.261150	77250.000000
GRASS_FOR_BIOGAS	603.024461	603.027778
MAIZE_SILAGE	1742.803905	1742.805556
SUGARBEETTOPS	388.883512	388.888889
MANURE_LIQ	2638.883066	2638.888889
MANURE_SOL	12916.670352	12916.666667
SLUDGE	1.666725	1.666667
