Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.988708	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.976388	Infinity
WASTE	85000.000193	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	11722.746526	Infinity
CO2_EMISSIONS	114008.949102	Infinity
RES_WIND	171125.742424	Infinity
RES_SOLAR	263337.203807	Infinity
RES_HYDRO	0.063994	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	79236.019556	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.833641	88.833333
APPLES	109.966966	109.966667
CEREALSTRAW	53000.000291	53000.000000
CHERRIES	388.889190	388.888889
MAIZESTRAW	12472.222515	12472.222222
OLIVES	166.666954	166.666667
OSR	8833.333629	8833.333333
RICESTRAW	504.147517	504.147222
VINEYARDS	2944.444749	2944.444444
MISCANTHUS	43694.444379	43694.444444
SWITCHGRASS	44055.555683	44055.555556
WILLOW	10611.110986	10611.111111
POPLAR	0.072459	1750.000000
CP_RES	120840.166977	120840.166667
FUELWOOD_RES	44388.889197	44388.888889
LANDSCAPECARE	35431.344758	35431.344444
MSW	40333.000156	40333.000000
FUELWOODRW	34138.889196	34138.888889
OTHERSECRESID	15166.666980	15166.666667
SAWDUST	4444.444759	4444.444444
CP_RW	93000.000300	93000.000000
GRASS_FOR_BIOGAS	860.138356	860.138889
MAIZE_SILAGE	2485.832154	2485.833333
SUGARBEETTOPS	861.110278	861.111111
MANURE_LIQ	10583.321175	10583.333333
MANURE_SOL	117444.444488	117444.444444
SLUDGE	4.160633	4.166667
