Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	24130.381660	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.986384	Infinity
WASTE	85000.000414	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	368.190450	Infinity
CO2_EMISSIONS	38277.049143	Infinity
RES_WIND	439166.153469	Infinity
RES_SOLAR	315077.828095	Infinity
RES_HYDRO	93040.097584	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2247.237964	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.889132	8.888889
APPLES	13.741933	13.741667
CEREALSTRAW	0.224410	22194.444444
CHERRIES	194.444364	194.444444
MAIZESTRAW	0.221374	1916.666667
OLIVES	55.554396	55.555556
OSR	0.283905	1277.777778
RICESTRAW	0.223667	100.827778
VINEYARDS	361.111255	361.111111
MISCANTHUS	0.021848	21500.000000
SWITCHGRASS	0.022046	20666.666667
WILLOW	0.026315	17083.333333
POPLAR	0.024849	1638.888889
CP_RES	34138.482786	34138.483333
FUELWOOD_RES	3166.666461	3166.666667
LANDSCAPECARE	3543.139161	3543.138889
MSW	0.058385	18386.155556
FUELWOODRW	24709.966414	24709.966667
OTHERSECRESID	1472.222539	1472.222222
SAWDUST	388.889300	388.888889
CP_RW	66945.800110	77250.000000
GRASS_FOR_BIOGAS	603.024239	603.027778
MAIZE_SILAGE	1742.805471	1742.805556
SUGARBEETTOPS	388.883786	388.888889
MANURE_LIQ	2638.888056	2638.888889
MANURE_SOL	12916.667328	12916.666667
SLUDGE	1.666820	1.666667
