Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.828005	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.912821	Infinity
WASTE	85000.002265	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	4080.494924	Infinity
CO2_EMISSIONS	54492.915546	Infinity
RES_WIND	420433.203373	Infinity
RES_SOLAR	271098.475568	Infinity
RES_HYDRO	91638.677085	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2327.195160	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	44.417278	44.416667
APPLES	54.980150	54.986111
CEREALSTRAW	36553.163187	36555.555556
CHERRIES	1.023738	194.444444
MAIZESTRAW	6388.880424	6388.888889
OLIVES	0.351134	55.555556
OSR	4222.221911	4222.222222
RICESTRAW	268.873153	268.877778
VINEYARDS	1499.994971	1500.000000
MISCANTHUS	0.157877	30638.888889
SWITCHGRASS	0.162971	32111.111111
WILLOW	0.121998	8277.777778
POPLAR	0.111316	888.888889
CP_RES	31587.272540	34138.483333
FUELWOOD_RES	12555.552776	12555.555556
LANDSCAPECARE	14172.545710	14172.544444
MSW	31510.867711	31515.361111
FUELWOODRW	28361.103533	28361.111111
OTHERSECRESID	6055.557828	6055.555556
SAWDUST	1722.225123	1722.222222
CP_RW	0.494919	77250.000000
GRASS_FOR_BIOGAS	781.916033	781.944444
MAIZE_SILAGE	2259.768112	2259.777778
SUGARBEETTOPS	583.198224	583.333333
MANURE_LIQ	6527.589193	6527.777778
MANURE_SOL	65138.892187	65138.888889
SLUDGE	3.041937	3.055556
