TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.780122	6175.858738	60.000000	0.000000	59.999996	60.000000	0.000000	0.393851	1.000000	0.843906	0.843906	0.052828	42472.797096
CCGT	12134.056586	307.316253	25.000000	4.000000	14.690853	Infinity	0.000000	0.006513	1.000000	0.056996	0.955769	0.070952	2700.031793
CCGT_AMMONIA	0.046638	0.001181	25.000000	0.000000	0.000056	Infinity	0.000000	0.000000	1.000000	0.044892	0.590000	0.070952	0.010378
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.993631	2927.867185	25.000000	0.000000	209.999936	210.000000	0.000000	0.240581	1.000000	0.147284	1.000000	0.070952	267749.918800
WIND_ONSHORE	85646.981069	996.140956	30.000000	0.000000	74.999983	75.000000	0.000000	0.151852	1.000000	0.260298	1.000000	0.065051	46713.739675
WIND_OFFSHORE	173653.726445	1208.194825	30.000000	0.000000	32.414411	60.000000	0.000000	0.126267	1.000000	0.500802	1.000000	0.065051	20189.316170
HYDRO_RIVER	110988.155766	1109.784718	80.000000	0.000000	21.999983	22.000000	0.000000	0.080936	1.000000	0.472966	1.000000	0.051030	27782.018915
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.074681	0.004800	25.000000	0.000000	0.000049	Infinity	0.000000	0.000001	1.000000	0.114196	0.844900	0.070952	0.050061
IND_COGEN_WOOD	0.036988	0.001354	25.000000	0.000000	0.000032	Infinity	0.000000	0.000000	1.000000	0.078373	0.844900	0.070952	0.005214
IND_COGEN_WASTE	0.054601	0.002013	25.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.071575	0.844900	0.070952	0.011113
IND_BOILER_GAS	0.325807	0.006527	17.000000	0.000000	0.004610	Infinity	0.000000	0.000030	1.000000	0.102604	0.944300	0.088699	0.056798
IND_BOILER_WOOD	0.030091	0.000602	17.000000	0.000000	0.000218	Infinity	0.000000	0.000002	1.000000	0.110478	0.894600	0.088699	0.006285
IND_BOILER_OIL	0.027095	0.000583	17.000000	0.000000	0.000412	Infinity	0.000000	0.000000	1.000000	0.015246	0.944300	0.088699	0.005071
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2213.477754	44.268014	17.000000	0.000000	16.014164	Infinity	0.000000	0.492312	1.000000	0.492165	0.894600	0.088699	462.328916
IND_DIRECT_ELEC	6211.034977	28.175826	15.000000	0.000000	16.018969	Infinity	0.000000	0.507655	1.000000	0.507351	0.944300	0.096342	23.547885
DHN_HP_ELEC	9136.209753	309.797247	25.000000	0.000000	23.086978	Infinity	0.000000	0.995462	1.000000	0.607186	0.944300	0.070952	4035.372862
DHN_COGEN_GAS	0.074085	0.002166	25.000000	0.000000	0.000054	Infinity	0.000000	0.000001	1.000000	0.074057	0.844900	0.070952	0.026712
DHN_COGEN_WOOD	0.032178	0.001178	25.000000	0.000000	0.000027	Infinity	0.000000	0.000000	1.000000	0.039965	0.844900	0.070952	0.004536
DHN_COGEN_WASTE	0.045945	0.001694	25.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.040247	0.844900	0.070952	0.009351
DHN_COGEN_WET_BIOMASS	155.106817	12.623308	25.000000	0.000000	0.103984	Infinity	0.000000	0.004532	1.000000	0.613788	0.745500	0.070952	106.479701
DHN_COGEN_BIO_HYDROLYSIS	0.129231	0.006315	15.000000	0.000000	0.000026	Infinity	0.000000	0.000001	1.000000	0.206673	0.844900	0.096342	0.017002
DHN_BOILER_GAS	0.006700	0.000134	17.000000	0.000000	0.000095	Infinity	0.000000	0.000000	1.000000	0.065708	0.944300	0.088699	0.001168
DHN_BOILER_WOOD	0.010204	0.000204	17.000000	0.000000	0.000074	Infinity	0.000000	0.000000	1.000000	0.061765	0.894600	0.088699	0.002131
DHN_BOILER_OIL	0.006083	0.000131	17.000000	0.000000	0.000092	Infinity	0.000000	0.000000	1.000000	0.036703	0.944300	0.088699	0.001138
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.065618	0.000077	30.000000	0.000000	0.000172	Infinity	0.000000	0.000002	1.000000	0.122920	1.000000	0.065051	0.038063
DEC_HP_ELEC	92065.863015	3838.636282	18.000000	0.000000	163.011904	Infinity	0.000000	0.999996	1.000000	0.338483	1.000000	0.085546	26879.032814
DEC_THHP_GAS	0.081450	0.002381	20.000000	0.000000	0.000225	Infinity	0.000000	0.000001	1.000000	0.184520	1.000000	0.080243	0.085851
DEC_COGEN_GAS	0.065485	0.004209	20.000000	0.000000	0.000043	Infinity	0.000000	0.000000	1.000000	0.072157	1.000000	0.080243	0.043896
DEC_COGEN_OIL	0.052037	0.003193	20.000000	0.000000	0.000037	Infinity	0.000000	0.000000	1.000000	0.021973	1.000000	0.080243	0.037619
DEC_ADVCOGEN_GAS	0.098214	0.001830	20.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.019786	1.000000	0.080243	0.023454
DEC_ADVCOGEN_H2	0.092062	0.001716	20.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.017337	1.000000	0.080243	0.021984
DEC_BOILER_GAS	0.050179	0.001506	17.000000	0.000000	0.000264	Infinity	0.000000	0.000000	1.000000	0.035733	1.000000	0.088699	0.005563
DEC_BOILER_WOOD	0.051070	0.001787	17.000000	0.000000	0.000092	Infinity	0.000000	0.000000	1.000000	0.088716	1.000000	0.088699	0.001941
DEC_BOILER_OIL	0.037954	0.002276	17.000000	0.000000	0.000222	Infinity	0.000000	0.000000	1.000000	0.018484	1.000000	0.088699	0.004685
DEC_SOLAR	0.988014	0.010962	20.000000	0.000000	0.001304	20.000000	0.000000	0.000002	1.000000	0.074037	1.000000	0.080243	0.288516
DEC_DIRECT_ELEC	0.058612	0.000256	15.000000	0.000000	0.001344	Infinity	0.000000	0.000001	1.000000	0.024631	1.000000	0.096342	0.001976
TRAMWAY_TROLLEY	10181.125898	203.622518	30.000000	0.000000	16.289801	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	11039.709853	583.666934	15.000000	0.000000	19.101827	Infinity	0.000000	0.203255	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	0.691617	0.028027	15.000000	0.000000	0.000841	Infinity	0.000000	0.000009	1.000000	0.296798	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	5318.708937	277.786316	15.000000	0.000000	9.091189	Infinity	0.000000	0.096736	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.041741	0.001171	15.000000	0.000000	0.000037	Infinity	0.000000	0.000000	1.000000	0.111827	0.296804	0.096342	0.000000
TRAIN_PUB	76358.247522	2755.793872	40.000000	0.000000	50.702014	Infinity	0.000000	0.500000	0.500000	0.275073	0.275073	0.058278	0.000000
CAR_GASOLINE	0.004276	0.000258	15.000000	0.000000	0.000011	Infinity	0.000000	0.000000	1.000000	0.005436	0.051370	0.096342	0.000000
CAR_DIESEL	0.007669	0.000448	15.000000	0.000000	0.000019	Infinity	0.000000	0.000000	1.000000	0.009512	0.051370	0.096342	0.000000
CAR_NG	0.014609	0.000853	15.000000	0.000000	0.000036	Infinity	0.000000	0.000000	1.000000	0.018370	0.051370	0.096342	0.000000
CAR_METHANOL	0.003091	0.000187	15.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.003837	0.051370	0.096342	0.000000
CAR_HEV	0.004233	0.000340	15.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.004899	0.051370	0.096342	0.000000
CAR_PHEV	2.061657	0.148051	15.000000	0.000000	0.004354	Infinity	0.000000	0.000001	1.000000	0.025204	0.051370	0.096342	0.000000
CAR_BEV	999638.677373	16289.780617	15.000000	0.000000	1628.978062	Infinity	0.000000	0.999999	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.076611	0.000721	15.000000	0.000000	0.000072	Infinity	0.000000	0.000000	1.000000	0.041305	0.051370	0.096342	0.000000
PLANE	0.000000	0.000000	30.000000	0.000000	21.872146	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.065051	0.000000
BOAT_FREIGHT_DIESEL	0.109838	0.005807	40.000000	0.000000	0.001520	Infinity	0.000000	0.000074	1.000000	0.111682	0.114155	0.058278	0.000000
BOAT_FREIGHT_NG	1462.485082	76.382887	40.000000	0.000000	19.998429	Infinity	0.000000	0.999921	1.000000	0.114155	0.114155	0.058278	0.000000
BOAT_FREIGHT_METHANOL	0.029292	0.001549	40.000000	0.000000	0.000405	Infinity	0.000000	0.000004	1.000000	0.024200	0.114155	0.058278	0.000000
TRAIN_FREIGHT	1905.660111	38.111591	40.000000	0.000000	18.249953	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.058278	0.000000
TRUCK_DIESEL	13373.986049	707.073941	15.000000	0.000000	38.105781	Infinity	0.000000	0.313628	1.000000	0.092593	0.092593	0.096342	0.000000
TRUCK_METHANOL	0.003427	0.000181	15.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.008884	0.092593	0.096342	0.000000
TRUCK_FUEL_CELL	35873.592032	1006.287461	15.000000	0.000000	83.393988	Infinity	0.000000	0.686371	1.000000	0.092593	0.092593	0.096342	0.000000
TRUCK_ELEC	0.006202	0.000163	15.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.005552	0.092593	0.096342	0.000000
TRUCK_NG	0.001867	0.000098	15.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.004700	0.092593	0.096342	0.000000
HABER_BOSCH	5480.624396	107.154024	20.000000	0.000000	5.685472	Infinity	0.000000	1.000000	1.000000	0.763886	0.994000	0.080243	0.000000
CO2_TO_METHANOL	0.036300	0.001452	20.000000	0.000000	0.000045	Infinity	0.000000	0.000002	1.000000	0.148401	0.944300	0.080243	0.000000
E_WOOD_TO_METHANOL	8528.179966	341.127199	20.000000	0.000000	7.332915	Infinity	0.000000	0.999994	1.000000	0.994000	0.994000	0.080243	0.000000
METHANE_TO_METHANOL	0.070028	0.002801	25.000000	0.000000	0.000046	Infinity	0.000000	0.000004	1.000000	0.287230	0.844900	0.070952	0.000000
OIL_TO_HVC	904.539159	4.808950	15.000000	0.000000	2.012099	Infinity	0.000000	0.282771	1.000000	0.994000	0.994000	0.096342	0.000000
