TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.794037	6175.859033	60.000000	0.000000	59.999999	60.000000	0.000000	0.419637	1.000000	0.843906	0.843906	0.052828	42472.799129
CCGT	17102.762169	433.157431	25.000000	4.000000	20.706526	Infinity	0.000000	0.011943	1.000000	0.069597	0.955769	0.070952	3805.652403
CCGT_AMMONIA	0.023009	0.000583	25.000000	0.000000	0.000028	Infinity	0.000000	0.000000	1.000000	0.020974	0.590000	0.070952	0.005120
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20999.999936	2927.868064	25.000000	0.000000	209.999999	210.000000	0.000000	0.256978	1.000000	0.147655	1.000000	0.070952	267749.999187
WIND_ONSHORE	85646.999121	996.141166	30.000000	0.000000	74.999999	75.000000	0.000000	0.161922	1.000000	0.260505	1.000000	0.065051	46713.749521
WIND_OFFSHORE	87908.855767	611.625370	30.000000	0.000000	16.409172	60.000000	0.000000	0.066029	1.000000	0.485533	1.000000	0.065051	10220.452619
HYDRO_RIVER	110988.215377	1109.785314	80.000000	0.000000	21.999995	22.000000	0.000000	0.083490	1.000000	0.457914	1.000000	0.051030	27782.033837
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.023772	0.001528	25.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.032742	0.844900	0.070952	0.015935
IND_COGEN_WOOD	0.017952	0.000657	25.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.045046	0.844900	0.070952	0.002530
IND_COGEN_WASTE	0.022169	0.000817	25.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.033381	0.844900	0.070952	0.004512
IND_BOILER_GAS	0.009222	0.000185	17.000000	0.000000	0.000130	Infinity	0.000000	0.000000	1.000000	0.036789	0.944300	0.088699	0.001608
IND_BOILER_WOOD	0.012046	0.000241	17.000000	0.000000	0.000087	Infinity	0.000000	0.000001	1.000000	0.154596	0.894600	0.088699	0.002516
IND_BOILER_OIL	0.008924	0.000192	17.000000	0.000000	0.000136	Infinity	0.000000	0.000000	1.000000	0.020557	0.944300	0.088699	0.001670
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	2213.166515	44.261790	17.000000	0.000000	16.011912	Infinity	0.000000	0.492313	1.000000	0.492235	0.894600	0.088699	462.263907
