TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	290743.798040	6175.859118	60.000000	0.000000	60.000000	60.000000	0.000000	0.490040	1.000000	0.843906	0.843906	0.052828	42472.799714
CCGT	20876.437434	528.732372	25.000000	4.000000	25.275361	Infinity	0.000000	0.028761	1.000000	0.117577	0.955769	0.070952	4645.358657
CCGT_AMMONIA	0.004422	0.000112	25.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.004580	0.590000	0.070952	0.000984
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.862792	0.061072	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.850864	0.061072	0.000000
PV	20654.949070	2879.760283	25.000000	0.000000	206.549491	210.000000	0.000000	0.292129	1.000000	0.146138	1.000000	0.070952	263350.600640
WIND_ONSHORE	85646.999711	996.141173	30.000000	0.000000	75.000000	75.000000	0.000000	0.189070	1.000000	0.260481	1.000000	0.065051	46713.749843
WIND_OFFSHORE	0.037734	0.000263	30.000000	0.000000	0.000007	60.000000	0.000000	0.000000	1.000000	0.030805	1.000000	0.065051	0.004387
HYDRO_RIVER	0.091233	0.000912	80.000000	0.000000	0.000018	22.000000	0.000000	0.000000	1.000000	0.077108	1.000000	0.051030	0.022837
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.950000	0.065051	0.000000
IND_COGEN_GAS	0.003879	0.000249	25.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.005713	0.844900	0.070952	0.002600
IND_COGEN_WOOD	0.007573	0.000277	25.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.031153	0.844900	0.070952	0.001067
IND_COGEN_WASTE	0.005919	0.000218	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.009454	0.844900	0.070952	0.001205
IND_BOILER_GAS	0.002463	0.000049	17.000000	0.000000	0.000035	Infinity	0.000000	0.000000	1.000000	0.007752	0.944300	0.088699	0.000429
IND_BOILER_WOOD	1249.777655	24.994683	17.000000	0.000000	9.041945	Infinity	0.000000	0.393911	1.000000	0.776328	0.894600	0.088699	261.040956
IND_BOILER_OIL	0.002415	0.000052	17.000000	0.000000	0.000037	Infinity	0.000000	0.000000	1.000000	0.007543	0.944300	0.088699	0.000452
IND_BOILER_COAL	0.000000	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.894600	0.088699	0.000000
IND_BOILER_WASTE	1391.507106	27.829173	17.000000	0.000000	10.067335	Infinity	0.000000	0.442290	1.000000	0.782892	0.894600	0.088699	290.643975
IND_DIRECT_ELEC	7409.732453	33.613613	15.000000	0.000000	19.110547	Infinity	0.000000	0.163799	1.000000	0.152738	0.944300	0.096342	28.092504
DHN_HP_ELEC	7353.577016	249.350439	25.000000	0.000000	18.582309	Infinity	0.000000	0.999999	1.000000	0.728358	0.944300	0.070952	3248.001735
DHN_COGEN_GAS	0.008203	0.000240	25.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.011772	0.844900	0.070952	0.002958
DHN_COGEN_WOOD	0.005253	0.000192	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.015208	0.844900	0.070952	0.000740
DHN_COGEN_WASTE	0.005089	0.000188	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.006717	0.844900	0.070952	0.001036
DHN_COGEN_WET_BIOMASS	0.002538	0.000207	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.003904	0.745500	0.070952	0.001742
DHN_COGEN_BIO_HYDROLYSIS	0.004414	0.000216	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.004491	0.844900	0.096342	0.000581
DHN_BOILER_GAS	0.000524	0.000010	17.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.005957	0.944300	0.088699	0.000091
DHN_BOILER_WOOD	0.001439	0.000029	17.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.030284	0.894600	0.088699	0.000300
DHN_BOILER_OIL	0.000484	0.000010	17.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.005802	0.944300	0.088699	0.000091
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.065051	0.000000
DHN_SOLAR	0.003399	0.000004	30.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.009974	1.000000	0.065051	0.001972
DEC_HP_ELEC	79680.634472	3322.240887	18.000000	0.000000	141.082606	Infinity	0.000000	0.866683	1.000000	0.339536	1.000000	0.085546	23263.110978
DEC_THHP_GAS	0.024466	0.000715	20.000000	0.000000	0.000068	Infinity	0.000000	0.000000	1.000000	0.208747	1.000000	0.080243	0.025788
DEC_COGEN_GAS	0.007095	0.000456	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.010316	1.000000	0.080243	0.004756
DEC_COGEN_OIL	0.006616	0.000406	20.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.009747	1.000000	0.080243	0.004783
DEC_ADVCOGEN_GAS	0.009047	0.000169	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002411	1.000000	0.080243	0.002160
DEC_ADVCOGEN_H2	0.008307	0.000155	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002012	1.000000	0.080243	0.001984
DEC_BOILER_GAS	0.004802	0.000144	17.000000	0.000000	0.000025	Infinity	0.000000	0.000000	1.000000	0.013582	1.000000	0.088699	0.000532
DEC_BOILER_WOOD	12140.676982	424.814271	17.000000	0.000000	21.877853	Infinity	0.000000	0.133315	1.000000	0.336801	1.000000	0.088699	461.403920
DEC_BOILER_OIL	0.003814	0.000229	17.000000	0.000000	0.000022	Infinity	0.000000	0.000000	1.000000	0.013068	1.000000	0.088699	0.000471
DEC_SOLAR	0.493045	0.005470	20.000000	0.000000	0.000651	20.000000	0.000000	0.000002	1.000000	0.139966	1.000000	0.080243	0.143977
DEC_DIRECT_ELEC	0.009835	0.000043	15.000000	0.000000	0.000226	Infinity	0.000000	0.000000	1.000000	0.040232	1.000000	0.096342	0.000332
TRAMWAY_TROLLEY	10181.127280	203.622546	30.000000	0.000000	16.289804	Infinity	0.000000	0.200000	0.200000	0.342466	0.342466	0.065051	0.000000
BUS_COACH_DIESEL	1.144060	0.060486	15.000000	0.000000	0.001980	Infinity	0.000000	0.000021	1.000000	0.296802	0.296804	0.096342	0.000000
BUS_COACH_HYDIESEL	0.002060	0.000083	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.007403	0.296804	0.096342	0.000000
BUS_COACH_CNG_STOICH	43984.316513	2297.219382	15.000000	0.000000	75.181725	Infinity	0.000000	0.799979	1.000000	0.296804	0.296804	0.096342	0.000000
BUS_COACH_FC_HYBRIDH2	0.000477	0.000013	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001899	0.296804	0.096342	0.000000
TRAIN_PUB	0.001939	0.000070	40.000000	0.000000	0.000001	Infinity	0.000000	0.000000	0.500000	0.004154	0.275073	0.058278	0.000000
CAR_GASOLINE	0.001622	0.000098	15.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.002008	0.051370	0.096342	0.000000
CAR_DIESEL	0.001997	0.000117	15.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.002496	0.051370	0.096342	0.000000
CAR_NG	0.002480	0.000145	15.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.003094	0.051370	0.096342	0.000000
CAR_METHANOL	0.000988	0.000060	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.001225	0.051370	0.096342	0.000000
CAR_HEV	0.000774	0.000062	15.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000933	0.051370	0.096342	0.000000
CAR_PHEV	0.200023	0.014364	15.000000	0.000000	0.000422	Infinity	0.000000	0.000000	1.000000	0.023354	0.051370	0.096342	0.000000
CAR_BEV	999639.964752	16289.801596	15.000000	0.000000	1628.980160	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.096342	0.000000
CAR_FUEL_CELL	0.009439	0.000089	15.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.005267	0.051370	0.096342	0.000000
PLANE	0.000000	0.000000	30.000000	0.000000	21.872146	Infinity	0.000000	1.000000	1.000000	1.000000	1.000000	0.065051	0.000000
BOAT_FREIGHT_DIESEL	0.012657	0.000669	40.000000	0.000000	0.000175	Infinity	0.000000	0.000009	1.000000	0.113961	0.114155	0.058278	0.000000
BOAT_FREIGHT_NG	1462.581986	76.387948	40.000000	0.000000	19.999754	Infinity	0.000000	0.999988	1.000000	0.114155	0.114155	0.058278	0.000000
BOAT_FREIGHT_METHANOL	0.005212	0.000276	40.000000	0.000000	0.000072	Infinity	0.000000	0.000004	1.000000	0.082213	0.114155	0.058278	0.000000
TRAIN_FREIGHT	1905.660800	38.111604	40.000000	0.000000	18.249960	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.058278	0.000000
TRUCK_DIESEL	24504.887531	1295.557461	15.000000	0.000000	69.820462	Infinity	0.000000	0.574655	1.000000	0.092593	0.092593	0.096342	0.000000
TRUCK_METHANOL	0.001408	0.000074	15.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.003701	0.092593	0.096342	0.000000
TRUCK_FUEL_CELL	22230.869536	623.596468	15.000000	0.000000	51.679265	Infinity	0.000000	0.425345	1.000000	0.092593	0.092593	0.096342	0.000000
TRUCK_ELEC	0.000292	0.000008	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000371	0.092593	0.096342	0.000000
TRUCK_NG	0.000224	0.000012	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000569	0.092593	0.096342	0.000000
HABER_BOSCH	5159.576221	100.877074	20.000000	0.000000	5.352424	Infinity	0.000000	1.000000	1.000000	0.811415	0.994000	0.080243	0.000000
CO2_TO_METHANOL	0.002969	0.000119	20.000000	0.000000	0.000004	Infinity	0.000000	0.000001	1.000000	0.007433	0.944300	0.080243	0.000000
E_WOOD_TO_METHANOL	1161.485967	46.459439	20.000000	0.000000	0.998698	Infinity	0.000000	0.999999	1.000000	0.994000	0.994000	0.080243	0.000000
METHANE_TO_METHANOL	0.003680	0.000147	25.000000	0.000000	0.000002	Infinity	0.000000	0.000001	1.000000	0.006574	0.844900	0.070952	0.000000
OIL_TO_HVC	904.540532	4.808958	15.000000	0.000000	2.012102	Infinity	0.000000	0.282772	1.000000	0.994000	0.994000	0.096342	0.000000
GAS_TO_HVC	0.003335	0.000083	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.002632	0.994000	0.070952	0.000000
BIOMASS_TO_HVC	16901.370021	504.229054	20.000000	0.000000	5.103533	Infinity	0.000000	0.717228	1.000000	0.994000	0.994000	0.080243	0.000000
METHANOL_TO_HVC	0.004897	0.000441	20.000000	0.000000	0.000006	Infinity	0.000000	0.000001	1.000000	0.039872	0.994000	0.080243	0.000000
PHS	323.399943	0.000000	50.000000	5.000000	5.499999	5.500000	0.000000	-1.000000	1.000000	0.028284	1.000000	0.054777	
BATT_LI	0.019649	0.000030	15.000000	0.000000	0.000039	Infinity	0.000000	-1.000000	1.000000	0.011076	1.000000	0.096342	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	1616.051746	Infinity	0.000000	-1.000000	1.000000	0.002346	1.000000	1.050000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000084	Infinity	0.000000	-1.000000	1.000000	0.005827	1.000000	1.050000	
TS_DEC_DIRECT_ELEC	0.015497	0.000108	20.000000	0.000000	0.000817	Infinity	0.000000	-1.000000	1.000000	0.008401	1.000000	0.080243	
TS_DEC_HP_ELEC	4820.030518	33.743440	20.000000	0.000000	254.087007	Infinity	0.000000	-1.000000	1.000000	0.029257	1.000000	0.080243	
TS_DEC_THHP_GAS	0.013105	0.000092	20.000000	0.000000	0.000691	Infinity	0.000000	-1.000000	1.000000	0.002668	1.000000	0.080243	
TS_DEC_COGEN_GAS	0.013059	0.000091	20.000000	0.000000	0.000688	Infinity	0.000000	-1.000000	1.000000	0.001081	1.000000	0.080243	
TS_DEC_COGEN_OIL	0.013064	0.000091	20.000000	0.000000	0.000689	Infinity	0.000000	-1.000000	1.000000	0.001115	1.000000	0.080243	
TS_DEC_ADVCOGEN_GAS	0.013022	0.000091	20.000000	0.000000	0.000686	Infinity	0.000000	-1.000000	1.000000	0.000897	1.000000	0.080243	
TS_DEC_ADVCOGEN_H2	0.013023	0.000091	20.000000	0.000000	0.000687	Infinity	0.000000	-1.000000	1.000000	0.000890	1.000000	0.080243	
TS_DEC_BOILER_GAS	0.013160	0.000092	20.000000	0.000000	0.000694	Infinity	0.000000	-1.000000	1.000000	0.001261	1.000000	0.080243	
TS_DEC_BOILER_WOOD	235.468230	1.648435	20.000000	0.000000	12.412664	Infinity	0.000000	-1.000000	1.000000	0.040995	1.000000	0.080243	
TS_DEC_BOILER_OIL	0.013184	0.000092	20.000000	0.000000	0.000695	Infinity	0.000000	-1.000000	1.000000	0.001269	1.000000	0.080243	
TS_DHN_DAILY	0.017204	0.000049	40.000000	0.000000	0.005735	Infinity	0.000000	-1.000000	1.000000	0.000535	1.000000	0.058278	
TS_DHN_SEASONAL	11789.819722	64.388842	25.000000	0.000000	19982.745292	Infinity	0.000000	-1.000000	1.000000	0.000182	1.000000	0.070952	
TS_HIGH_TEMP	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.070952	
GAS_STORAGE	0.000000	35.635771	50.000000	0.000000	35635771.497787	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.054777	
H2_STORAGE	0.000000	20.147772	20.000000	0.000000	20147771.785330	1000000000.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
DIESEL_STORAGE	0.000000	18.481626	20.000000	0.000000	18481625.898288	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
GASOLINE_STORAGE	0.000000	18.462538	20.000000	0.000000	18462538.287265	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
LFO_STORAGE	0.000000	20.250335	20.000000	0.000000	20250334.748002	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
AMMONIA_STORAGE	0.000000	19.201441	20.000000	0.000000	19201441.276076	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
METHANOL_STORAGE	0.000000	19.750033	20.000000	0.000000	19750032.910388	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.080243	
CO2_STORAGE	0.000000	7.434894	30.000000	0.000000	7434893.968600	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
JETFUEL_STORAGE	0.000000	5.663014	30.000000	0.000000	5663013.614605	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
WOOD_STORAGE	0.000000	11.379331	30.000000	0.000000	11379331.320677	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.065051	
EFFICIENCY	5333.333333	0.000000	1.000000	0.000000	0.952381	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	1.050000	
DHN	15939.329371	0.000000	60.000000	0.000000	19.299813	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.052828	
GRID	178472.965176	0.000000	80.000000	0.000000	2.382210	Infinity	0.000000	-1.000000	1.000000	0.000000	1.000000	0.051030	
ALKALINE_ELECTROLYSIS	16519.380960	660.775238	20.000000	0.000000	27.532302	Infinity	0.000000	-1.000000	1.000000	0.358342	0.894600	0.080243	
HT_ELECTROLYSIS	18041.825715	721.673029	20.000000	0.000000	22.002226	Infinity	0.000000	-1.000000	1.000000	0.714123	0.894600	0.080243	
SMR	0.002549	0.000235	25.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.009077	0.854840	0.070952	
BIO_HYDROLYSIS	17803.825093	1213.874801	15.000000	0.000000	9.826812	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.096342	
H2_BIOMASS	0.004376	0.000308	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.004810	0.854840	0.070952	
WOOD_TO_METHANE	0.005914	0.000237	20.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.014207	0.844900	0.080243	
CO2_TO_METHANE	0.002683	0.000107	20.000000	0.000000	0.000005	Infinity	0.000000	-1.000000	1.000000	0.008542	0.844900	0.080243	
E_WOOD_TO_METHANE	5534.591074	221.383643	20.000000	0.000000	6.708595	Infinity	0.000000	-1.000000	1.000000	0.844900	0.844900	0.080243	
BIOMETHANATION	0.004018	0.000161	20.000000	0.000000	0.000004	Infinity	0.000000	-1.000000	1.000000	0.013661	0.844900	0.080243	
PYROLYSIS_TO_LFO	0.016504	0.000660	25.000000	0.000000	0.000006	Infinity	0.000000	-1.000000	1.000000	0.053640	0.844900	0.070952	
PYROLYSIS_TO_FUELS	0.008601	0.000344	25.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.023075	0.844900	0.070952	
ATM_CCS	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.058278	
INDUSTRY_CCS	5872.734989	234.909400	40.000000	0.000000	3.044445	Infinity	0.000000	-1.000000	1.000000	0.945776	1.000000	0.058278	
WOOD_TO_METHANOL	0.005145	0.000206	20.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.003994	0.994000	0.080243	
AMMONIA_TO_H2	0.001981	0.000183	25.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.003091	0.854840	0.070952	
E_WOOD_TO_FT	53573.093569	2142.923743	20.000000	0.000000	14.633459	Infinity	0.000000	-1.000000	1.000000	0.994000	0.994000	0.080243	
WOOD_TO_FT	0.011646	0.000466	20.000000	0.000000	0.000004	Infinity	0.000000	-1.000000	1.000000	0.029697	0.994000	0.080243	
CO2_TO_FT	0.004591	0.000184	20.000000	0.000000	0.000009	Infinity	0.000000	-1.000000	1.000000	0.042415	0.913000	0.080243	
REFINERY_JETFUEL	0.000000	0.000000	40.000000	0.000000	14.633462	Infinity	0.000000	-1.000000	1.000000	0.994000	0.994000	0.058278	
REFINERY_GASOLINE	0.000000	0.000000	40.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.011660	0.994000	0.058278	
REFINERY_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.015947	0.994000	0.058278	
CEMENT_PROCESS	0.000000	0.000000	40.000000	6400.000000	6400.000040	Infinity	1.000000	-1.000000	1.000000	0.000114	1.000000	0.058278	
NATURAL_CO2_SEQUESTRATION	0.000000	0.000000	40.000000	0.000000	6.270000	6.270000	1.000000	-1.000000	1.000000	1.000000	1.000000	0.058278	
AGRICULTURE_EMISSIONS	0.000000	0.000000	40.000000	48000.000000	48000.000011	Infinity	1.000000	-1.000000	1.000000	0.000114	1.000000	0.058278	
BIOMASS_SEQUESTRATION	0.000000	0.000000	40.000000	0.000000	28.363973	Infinity	1.000000	-1.000000	1.000000	0.696962	1.000000	0.058278	
DAC_HT	0.004968	0.000184	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.002960	1.000000	0.070952	
DAC_LT	0.004924	0.000197	20.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.003853	1.000000	0.080243	
WOOD_GROWTH	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.050383	
WET_BIOMASS_GROWTH	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.050383	
SEQUESTRATION	0.000000	88.775994	40.000000	0.000000	2.740000	2.740000	0.000000	-1.000000	1.000000	0.945776	1.000000	0.058278	
GHG_EMISSIONS	0.000000	0.000000	100.000000	0.000000	15.892697	Infinity	0.000000	-1.000000	1.000000	0.794141	1.000000	0.050383	
