Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.997974	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.978771	Infinity
WASTE	85000.000098	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	11631.998639	Infinity
CO2_EMISSIONS	112820.523196	Infinity
RES_WIND	171135.830191	Infinity
RES_SOLAR	264419.437173	Infinity
RES_HYDRO	0.067546	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	79366.266089	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	88.833452	88.833333
APPLES	109.966743	109.966667
CEREALSTRAW	53000.000012	53000.000000
CHERRIES	388.888984	388.888889
MAIZESTRAW	12472.222337	12472.222222
OLIVES	166.666705	166.666667
OSR	8833.333455	8833.333333
RICESTRAW	504.147349	504.147222
VINEYARDS	2944.444540	2944.444444
MISCANTHUS	43694.444342	43694.444444
SWITCHGRASS	44055.554354	44055.555556
WILLOW	10611.111035	10611.111111
POPLAR	0.059182	1750.000000
CP_RES	120840.166202	120840.166667
FUELWOOD_RES	44388.888936	44388.888889
LANDSCAPECARE	35431.344519	35431.344444
MSW	40333.000135	40333.000000
FUELWOODRW	34138.888959	34138.888889
OTHERSECRESID	15166.666766	15166.666667
SAWDUST	4444.444564	4444.444444
CP_RW	92999.999524	93000.000000
GRASS_FOR_BIOGAS	860.138691	860.138889
MAIZE_SILAGE	2485.832801	2485.833333
SUGARBEETTOPS	861.110772	861.111111
MANURE_LIQ	10583.327076	10583.333333
MANURE_SOL	117444.444362	117444.444444
SLUDGE	4.164840	4.166667
