Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.999620	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.978942	Infinity
WASTE	85000.000320	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	3221.573939	Infinity
CO2_EMISSIONS	39102.119938	Infinity
RES_WIND	417127.213917	Infinity
RES_SOLAR	271710.512887	Infinity
RES_HYDRO	92540.486605	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2536.172093	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.889296	8.888889
APPLES	13.742025	13.741667
CEREALSTRAW	22194.444794	22194.444444
CHERRIES	194.444806	194.444444
MAIZESTRAW	1916.667075	1916.666667
OLIVES	55.555632	55.555556
OSR	1277.778205	1277.777778
RICESTRAW	100.828191	100.827778
VINEYARDS	361.111523	361.111111
MISCANTHUS	0.688501	21500.000000
SWITCHGRASS	10820.187977	20666.666667
WILLOW	0.104041	17083.333333
POPLAR	0.056513	1638.888889
CP_RES	34138.483666	34138.483333
FUELWOOD_RES	3166.667066	3166.666667
LANDSCAPECARE	3543.139312	3543.138889
MSW	18386.154685	18386.155556
FUELWOODRW	24709.967033	24709.966667
OTHERSECRESID	1472.222662	1472.222222
SAWDUST	388.889353	388.888889
CP_RW	77249.988979	77250.000000
GRASS_FOR_BIOGAS	603.027939	603.027778
MAIZE_SILAGE	1742.805116	1742.805556
SUGARBEETTOPS	388.889000	388.888889
MANURE_LIQ	2638.888175	2638.888889
MANURE_SOL	12916.667138	12916.666667
SLUDGE	1.665478	1.666667
