Name	Used	Potential
ELECTRICITY	0.000000	0.000000
GASOLINE	0.000000	0.000000
DIESEL	0.000000	0.000000
BIOETHANOL	0.000000	0.000000
BIODIESEL	0.000000	0.000000
LFO	0.000000	0.000000
GAS	0.000000	0.000000
JETFUEL_RE	0.000000	0.000000
JETFUEL	27299.904317	27300.000000
FT_FUEL	0.000000	0.000000
GAS_RE	0.000000	0.000000
WOOD	0.000000	0.000000
WET_BIOMASS	0.000000	0.000000
COAL	0.000000	0.000000
URANIUM	1304462.956442	Infinity
WASTE	85000.002335	85000.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	1962.427524	Infinity
CO2_EMISSIONS	38166.708438	Infinity
RES_WIND	437566.459506	Infinity
RES_SOLAR	272255.522525	Infinity
RES_HYDRO	92776.105194	Infinity
RES_GEO	0.000000	Infinity
CO2_ATMOSPHERE	2561.376108	Infinity
CO2_CENTRALISED	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
CO2_DECENTRALISED	0.000000	0.000000
OTHER_GHG	0.000000	0.000000
OLIVE_PITS	8.891365	8.888889
APPLES	13.743312	13.741667
CEREALSTRAW	22194.444173	22194.444444
CHERRIES	194.444944	194.444444
MAIZESTRAW	1916.667394	1916.666667
OLIVES	3.405270	55.555556
OSR	1277.779439	1277.777778
RICESTRAW	100.829087	100.827778
VINEYARDS	361.113153	361.111111
MISCANTHUS	0.243342	21500.000000
SWITCHGRASS	0.253121	20666.666667
WILLOW	0.224358	17083.333333
POPLAR	0.193916	1638.888889
CP_RES	34138.484937	34138.483333
FUELWOOD_RES	3166.668406	3166.666667
LANDSCAPECARE	3543.141401	3543.138889
MSW	18384.500630	18386.155556
FUELWOODRW	24709.968572	24709.966667
OTHERSECRESID	1472.224928	1472.222222
SAWDUST	388.891963	388.888889
CP_RW	53123.969072	77250.000000
GRASS_FOR_BIOGAS	603.022076	603.027778
MAIZE_SILAGE	1742.800318	1742.805556
SUGARBEETTOPS	388.881449	388.888889
MANURE_LIQ	2638.876574	2638.888889
MANURE_SOL	12916.670274	12916.666667
SLUDGE	1.663075	1.666667
