Name	GWP_constr	GWP_op
NUCLEAR	707.879987	0.000000
CCGT	38.933453	0.000000
CCGT_AMMONIA	0.000515	0.000000
COAL_US	0.000000	0.000000
COAL_IGCC	0.000000	0.000000
PV	10709.998736	0.000000
WIND_ONSHORE	1557.124982	0.000000
WIND_OFFSHORE	1245.699950	0.000000
HYDRO_RIVER	347.275468	0.000000
GEOTHERMAL	0.000000	0.000000
IND_COGEN_GAS	0.002266	0.000000
IND_COGEN_WOOD	0.000230	0.000000
IND_COGEN_WASTE	0.000652	0.000000
IND_BOILER_GAS	0.000392	0.000000
IND_BOILER_WOOD	0.000447	0.000000
IND_BOILER_OIL	0.000401	0.000000
IND_BOILER_COAL	0.000000	0.000000
IND_BOILER_WASTE	27.203577	0.000000
IND_DIRECT_ELEC	2.336692	0.000000
DHN_HP_ELEC	164.508742	0.000000
DHN_COGEN_GAS	0.001434	0.000000
DHN_COGEN_WOOD	0.000259	0.000000
DHN_COGEN_WASTE	0.000510	0.000000
DHN_COGEN_WET_BIOMASS	0.000874	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000704	0.000000
DHN_BOILER_GAS	0.000113	0.000000
DHN_BOILER_WOOD	0.000194	0.000000
DHN_BOILER_OIL	0.000111	0.000000
DHN_DEEP_GEO	0.000000	0.000000
DHN_SOLAR	0.003570	0.000000
DEC_HP_ELEC	1493.278310	0.000000
DEC_THHP_GAS	0.004339	0.000000
DEC_COGEN_GAS	0.002371	0.000000
DEC_COGEN_OIL	0.002214	0.000000
DEC_ADVCOGEN_GAS	0.001515	0.000000
DEC_ADVCOGEN_H2	0.001467	0.000000
DEC_BOILER_GAS	0.000464	0.000000
DEC_BOILER_WOOD	0.000164	0.000000
DEC_BOILER_OIL	0.000399	0.000000
DEC_SOLAR	0.040274	0.000000
DEC_DIRECT_ELEC	0.000218	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
PLANE	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
